gene_id,Sample_Id,mRNA_expression
1206,214,-1.6381
8442,214,-1.0364
1667,214,-1.0365
2602,214,1.4697
743,214,1.4727
4289,214,-1.2784
817,214,-1.2773
7059,214,1.9741
1743,214,-0.8074
1146,214,1.6796
577,214,2.1107
116,214,1.4014
4151,214,-0.5375
3075,214,-0.5719
573,214,1.2458
11758,214,2.4171
7288,214,-1.3166
3053,214,-0.5687
4566,214,-0.6645
919,214,-1.4209
1088,214,3.7807
3238,214,-1.2324
303,214,-0.7629
3351,214,-0.9214
1410,214,1.6809
373,214,-0.6357
1838,214,-0.6395
4080,214,0.8277
402,214,-0.8186
2199,214,0.9246
2734,214,-0.8203
2500,214,-1.0495
2971,214,-0.5783
2707,214,0.9303
8997,214,-0.7538
65,214,-1.4418
226,214,-0.8096
2198,216,0.5858
8538,216,-0.6883
5623,216,1.0861
6092,216,1.5789
674,216,2.2571
100,216,0.6242
883,216,-0.6738
394,216,0.9449
170,216,3.6053
395,216,0.5493
1802,216,-0.859
7060,216,1.9547
2831,216,1.6715
377,216,-1.0467
1255,216,-0.851
716,216,1.3381
8202,216,-1.6838
300,216,1.3757
2038,216,0.9044
49,216,1.3032
50,216,-1.1595
13,216,-1.0265
2508,216,-0.6227
1820,216,-0.7449
1112,216,-0.5475
1792,216,-1.2616
2615,216,-0.9167
7967,216,0.7692
4898,216,2.0774
8462,216,1.211
8775,216,-1.3019
2101,216,0.8885
580,216,1.3125
2617,216,-0.6272
546,216,1.9348
1185,216,1.2153
2308,216,-0.7052
1281,216,0.5413
4147,216,2.2078
349,216,-0.7979
3488,216,0.8628
3128,216,-0.8913
1181,216,2.1494
1392,216,1.1821
908,216,-1.3248
7169,216,0.5035
7350,216,1.12
1460,216,1.9376
1338,216,0.8091
2635,216,1.9987
3767,216,-0.8876
8188,216,1.117
1036,216,0.7355
2085,216,0.567
2751,216,-0.7145
4336,216,0.5071
464,216,-1.1096
857,216,-0.6965
4070,216,0.5013
518,216,-0.504
1252,216,-1.0267
404,216,-1.1493
4197,216,0.846
5680,216,0.8484
4546,216,-0.7761
2061,216,-0.8109
1336,216,1.2726
2181,216,-1.4024
11481,216,1.1279
1127,216,-1.3491
3662,216,-1.5653
22,216,0.5865
4831,216,-0.9196
60,216,1.1373
1807,216,-1.9021
886,216,3.3583
2321,216,1.2246
3900,216,1.5797
5609,216,-0.9442
3080,216,0.8042
1836,216,-1.4956
4270,216,0.6499
158,216,-0.7821
157,216,-0.5135
1261,216,2.4441
5971,216,0.746
5005,216,1.2687
1035,216,2.3793
3168,216,1.2791
168,216,-2.0206
4478,216,0.5349
2851,216,-0.9246
2350,216,-0.7909
237,216,-0.5972
3557,216,0.5212
3332,216,0.5766
991,216,-0.5304
9794,216,-0.6564
2887,216,-0.7667
6487,216,2.8874
1794,216,1.2662
560,216,-1.3782
1436,216,0.6654
579,216,-0.7052
3056,216,-1.5753
9596,216,-2.015
1844,216,0.6539
610,216,-1.1864
2233,216,1.4949
3091,216,-0.9786
635,216,1.7445
653,216,-1.3639
2362,216,1.4125
2361,216,-0.9789
244,216,1.8166
3275,216,-0.6876
1207,216,0.6127
4361,216,-0.6943
4131,216,0.9601
4124,216,0.88
3115,216,2.8287
2768,216,-0.6961
6284,216,-2.5549
727,216,-1.4731
6611,216,-0.8472
224,216,-0.8161
526,216,-0.501
5586,216,-1.5137
3285,216,-1.2607
1765,216,1.9983
8508,216,1.5822
2660,216,1.2909
51,216,-1.1743
469,216,-1.2355
3523,216,-1.2705
415,216,1.4445
3944,216,1.3802
1969,216,1.7391
2532,216,-0.615
6382,216,-0.7066
3930,216,-0.8194
1314,216,-0.5719
6374,216,-1.4025
2097,216,-1.0305
3933,216,-1.3273
7522,216,2.001
3486,216,0.8516
2595,216,-1.7418
9391,216,1.2515
1126,216,3.0414
2576,216,-0.6862
2058,216,-0.8229
5849,216,0.6654
3660,216,2.036
2064,216,0.5684
1585,216,1.1076
3224,216,1.1375
318,216,0.6557
3137,216,-1.1094
4783,216,-1.6318
1306,216,1.3355
2326,216,-1.0096
1294,216,0.5267
2739,216,4.2297
3594,216,0.7638
4442,216,-1.0631
634,216,-0.7457
4900,216,-0.8364
5001,216,-0.6454
3193,216,2.206
47,216,-1.3189
3034,216,-1.0441
3044,216,1.5109
1150,216,-0.9349
243,216,-1.0672
7374,216,-0.5866
3862,216,1.7745
3774,216,1.1593
3689,216,-0.6698
756,216,-0.842
572,216,2.0777
3,216,0.5736
7230,216,-0.5861
3822,216,1.9334
1433,216,-0.5029
827,216,0.7377
2318,216,3.01
13748,216,-0.5879
1728,216,1.9912
8834,216,1.6986
3068,216,-0.9866
9584,216,-0.5043
3897,216,2.0698
4757,216,1.6208
9507,216,-1.5041
2575,216,-0.8056
7876,216,-2.0169
5879,216,1.6183
3124,216,-1.8308
5130,216,2.5664
3063,216,0.5385
6385,216,-1.1245
828,216,-0.6089
1188,216,0.8871
312,216,2.7487
315,216,1.1424
1922,216,2.0138
3512,216,-0.5014
6629,216,-0.6482
2163,216,-1.0603
2692,216,-0.7389
14105,216,1.4894
345,216,-0.7209
3235,216,-1.185
5679,216,-0.8916
1327,216,1.4753
361,216,0.7215
5192,216,0.6173
1130,216,-1.1955
15,216,-2.2533
5290,216,1.4432
4882,216,1.0886
840,216,0.5716
375,216,-0.9625
2148,216,-2.018
448,216,-0.8481
4808,216,-1.614
2293,216,0.9746
1227,216,1.1652
761,216,0.7658
4153,216,-1.1105
4156,216,-0.7528
239,216,1.4514
871,216,0.8602
920,216,0.5233
12439,216,3.2748
9282,216,-1.1343
5243,216,1.1321
1,216,1.2615
9291,216,-0.6465
8241,216,2.6047
310,216,-0.9012
3490,216,0.5052
5656,216,3.6461
2980,216,-1.1281
3497,216,1.0415
1344,216,-0.6004
376,216,-0.7759
3673,216,0.9973
5681,216,2.1431
1201,216,1.8919
4612,216,1.5555
417,216,1.4648
6530,216,0.5554
6901,216,-1.0461
6903,216,-0.9729
1384,216,-0.8195
3015,216,0.6801
3517,216,-1.0807
5890,216,1.133
494,216,-0.7026
1092,216,1.0574
9577,216,-2.3569
600,216,-1.1823
4063,216,-0.8674
626,216,-0.5928
2749,216,1.2637
631,216,-0.6795
1845,216,0.9539
636,216,-1.1308
1865,216,1.1701
268,216,1.1953
8972,216,-1.3514
256,216,-0.5291
3154,216,-0.6685
89,216,0.9598
2243,216,1.4172
799,216,0.7251
5026,216,-0.6509
7572,216,-2.5131
1100,216,-0.9017
656,216,-1.5033
6128,216,-1.5553
2055,216,-1.3255
4886,216,2.6675
472,216,1.4633
66,216,-0.8604
2187,216,0.599
1561,216,-0.6248
3268,216,-0.5555
2637,216,-0.6633
1202,216,-0.5438
76,216,-0.6917
1387,216,3.2633
6041,216,0.8215
2065,216,1.2012
660,216,0.8448
3062,216,-2.3195
2918,216,1.147
3070,216,-1.1087
2920,216,1.803
4699,216,-0.9494
2435,216,-0.6549
2758,216,-0.7986
1413,216,1.7487
3330,216,-0.5771
3211,216,1.1196
186,216,0.946
4471,216,0.6672
8475,216,-0.7011
2854,216,1.0367
567,216,1.5909
6254,216,-0.9851
8003,216,1.9164
6880,216,0.5291
6782,216,0.8104
859,216,1.2526
7952,216,0.9363
3471,216,-0.7699
2959,216,0.9069
431,216,2.1173
4306,216,1.9046
3508,216,1.1055
2901,216,1.909
8802,216,0.6019
3187,216,0.544
11462,216,1.7609
8886,216,-1.42
1187,216,1.4968
2580,216,-0.743
12,216,-0.569
2610,216,-0.7062
2052,216,0.7197
3234,216,3.733
1693,216,1.5649
3489,216,-0.887
367,216,-0.9382
440,216,-0.5246
2062,216,0.7386
3676,216,0.5231
1689,216,-1.1311
11115,216,0.8105
1690,216,-0.6683
1734,216,-1.7843
3951,216,-0.7368
1677,216,-0.9574
3520,216,-0.5755
2534,216,1.2543
3540,216,1.2054
2540,216,-0.5416
3986,216,1.386
84,216,0.9477
611,216,0.5503
1454,216,-0.6004
622,216,-1.0378
3645,216,1.4792
2315,216,-1.6741
104,216,1.3622
2299,216,-0.5261
3098,216,-1.3144
1894,216,-0.7354
5752,216,0.7791
3156,216,0.8732
8962,216,1.2135
4968,216,-0.583
6042,216,-0.6536
1228,216,1.7825
1254,216,-0.8459
993,216,-1.3766
4639,216,-1.1178
3939,216,1.3312
2151,216,-0.5985
2941,216,1.0726
6378,216,1.3146
601,216,0.8621
27,216,-0.7988
8768,216,-0.7621
1745,216,-0.6505
48,216,-0.905
3322,216,1.1276
1945,216,-1.0146
8944,216,-0.5744
1822,216,1.9146
640,216,1.2269
3057,216,0.5092
2096,216,-0.5406
2675,216,-0.6149
8222,216,-0.5275
8167,216,-0.5869
513,216,1.2208
7524,216,0.5459
578,216,-1.1312
1622,216,-0.5596
6098,216,1.0917
14387,216,3.1529
3018,216,-0.5843
284,216,1.7048
1762,216,-1.074
1044,216,0.7678
2876,216,1.3036
1148,216,-1.9604
4181,216,-1.3045
3161,216,1.5464
9990,216,2.363
3121,216,-0.9819
1204,216,-1.0476
4908,216,1.4149
2124,216,1.1869
3264,216,1.2234
3783,216,1.2093
137,216,0.9223
1531,216,1.2371
6742,216,4.692
2717,216,0.7836
4060,216,-0.8903
1326,216,1.1594
34,216,2.7966
1323,216,-0.6295
1558,216,0.5652
1996,216,2.13
5276,216,-1.357
1131,216,-0.971
5241,216,0.9782
2433,216,-0.7201
3401,216,2.0875
5610,216,1.4299
2889,216,-0.8805
341,216,-1.3712
3494,216,-0.6548
5851,216,-1.2862
937,216,0.9735
1744,216,-1.072
5966,216,-0.9588
11701,216,1.3221
6678,216,-0.7551
1423,216,0.7093
1006,216,0.71
807,216,1.5942
625,216,-1.5014
2309,216,-0.7749
2900,216,0.7376
5266,216,1.7541
3133,216,0.7604
339,216,0.6795
43,216,-0.8688
366,216,2.8345
5165,216,-1.3729
4941,216,1.8463
1997,216,1.8248
583,216,-1.5214
389,216,-1.396
4208,216,-0.7175
1515,216,-0.8363
9258,216,0.9843
496,216,-1.2684
1508,216,2.0887
2037,216,-0.5437
1098,216,-1.1487
8436,216,2.0339
4148,216,1.318
8709,216,-0.5748
390,216,-0.6306
819,216,0.8639
321,216,2.1769
741,216,5.8115
6800,216,0.9897
3440,216,1.1138
207,216,1.049
330,216,-0.5232
93,216,-0.7686
793,216,-0.7432
1469,216,-1.5455
4056,216,-0.8142
1783,216,-0.9136
8165,216,0.5613
1342,216,-1.4671
46,216,1.7305
108,216,-1.4038
5469,216,-1.3428
7936,216,-1.2158
1017,216,-0.7068
7510,216,-1.0029
5367,216,0.8152
1206,216,-1.2188
8442,216,-1.0364
2366,216,1.009
2149,216,-0.6251
743,216,2.3028
4289,216,-0.6016
7059,216,-0.8326
1743,216,1.7692
1146,216,1.4017
577,216,1.4317
1644,216,0.6085
116,216,-0.5082
573,216,1.3659
581,216,0.5956
11758,216,0.5355
2057,216,2.5513
3434,216,-0.5038
3053,216,0.7773
2578,216,0.8128
2335,216,0.8033
1072,216,-0.5829
3238,216,-1.2898
303,216,-0.7831
3351,216,1.4229
6381,216,-0.6681
1410,216,1.5187
1838,216,-0.7651
2729,216,-0.6158
2704,216,-0.5103
3021,216,4.8438
3376,216,1.0249
1365,216,-1.0591
402,216,-0.723
1590,216,1.6808
2199,216,0.7838
2734,216,-0.8203
1629,216,7.1262
2500,216,-0.5751
2971,216,-0.5783
2707,216,0.5807
8997,216,-0.6347
4250,216,-0.8373
65,216,-2.1812
594,216,3.3203
556,216,-1.5222
4506,216,0.954
8538,217,-0.5415
5623,217,0.7462
6092,217,1.7984
674,217,-0.8274
1913,217,-1.0108
883,217,-0.6738
885,217,-0.7169
394,217,-0.567
170,217,-1.351
7060,217,-0.5334
2831,217,0.8093
3223,217,-1.8487
1255,217,1.1407
4840,217,-1.0885
2038,217,2.0112
6395,217,-0.8609
196,217,-0.6479
50,217,-1.1595
1885,217,-0.7393
13,217,0.8258
2508,217,-1.3544
4898,217,1.3181
8462,217,0.6409
8775,217,-1.2947
2101,217,0.8075
3703,217,-0.5141
580,217,0.5129
2617,217,-0.6516
7909,217,2.7918
546,217,0.7779
1185,217,-0.9987
2308,217,-0.8651
1281,217,0.6466
3488,217,1.5667
1181,217,-0.7093
2081,217,-0.5064
1392,217,-0.8697
7169,217,1.0281
7350,217,-1.22
1338,217,0.9708
2635,217,0.8531
3767,217,-0.7323
1233,217,-1.1801
768,217,-1.2516
1036,217,-0.7421
7657,217,0.5934
162,217,-1.6286
2085,217,-0.5579
559,217,-1.0332
2751,217,-0.917
4025,217,2.3804
464,217,-0.6343
4070,217,1.5062
518,217,0.5724
1252,217,-1.4772
404,217,1.7773
4197,217,-0.7584
5680,217,-0.7583
4546,217,-0.7458
2061,217,-0.8109
1336,217,1.161
2181,217,-0.7103
5071,217,-0.7292
1127,217,-1.3491
3662,217,-0.5964
5229,217,0.7523
2453,217,-0.617
557,217,-1.0622
2706,217,-0.7457
886,217,-2.1101
2726,217,1.1612
2321,217,0.7523
3900,217,1.2712
3080,217,2.0912
4270,217,-1.8085
158,217,-0.7451
1058,217,-0.8283
157,217,-1.3455
5005,217,1.0004
1035,217,-0.5049
3168,217,-0.5558
918,217,-0.5646
4478,217,0.5232
2350,217,1.5626
237,217,-0.9458
2554,217,-1.2133
3146,217,-1.2346
3332,217,0.7293
2730,217,1.5947
991,217,-0.5212
3630,217,-1.0952
2887,217,-1.6238
4249,217,-1.2565
1794,217,0.9646
560,217,-0.9724
6212,217,1.0915
3056,217,-0.5667
619,217,-0.8806
9596,217,0.576
2233,217,-0.9254
646,217,-0.5843
2361,217,-0.9789
244,217,-2.6319
3275,217,-0.5657
1207,217,0.8238
4131,217,-0.7344
4124,217,-0.9449
3115,217,-0.8735
2768,217,0.6996
6611,217,-0.8472
224,217,-1.0401
1419,217,-0.9759
9522,217,-0.8376
5586,217,-0.6317
3285,217,-0.5852
1768,217,-0.7691
2660,217,-0.7139
1767,217,-0.5094
415,217,0.5745
3944,217,0.624
1969,217,-1.7768
6382,217,-0.7084
3930,217,-0.7635
3247,217,-0.5827
1314,217,-0.5719
6374,217,-1.6036
2097,217,-0.599
3933,217,-1.4695
3486,217,-0.7629
2595,217,-0.7195
9391,217,-1.3179
3241,217,1.8335
2064,217,1.5896
664,217,1.206
1585,217,-0.9943
318,217,0.9838
4783,217,-0.793
1306,217,1.4173
2326,217,-0.857
456,217,-0.7763
5036,217,-0.6609
2797,217,-0.5677
1232,217,1.7191
952,217,-0.6382
2119,217,-0.6622
4442,217,-1.0376
634,217,-1.0484
749,217,-0.8929
4900,217,-1.2115
5001,217,-0.7859
47,217,1.029
3034,217,-0.7203
63,217,1.6636
1150,217,-2.3614
7374,217,-0.8556
3862,217,-1.5534
8161,217,1.1339
3689,217,-0.5346
572,217,2.5194
3,217,-1.1021
275,217,-0.6825
4729,217,-0.8759
2029,217,-0.879
7230,217,0.6159
3822,217,-1.812
7320,217,-0.895
564,217,-1.0556
827,217,-1.4009
91,217,-0.9064
1532,217,-0.9314
5982,217,-0.8579
2737,217,-1.1873
1564,217,-1.0278
13748,217,-0.5879
949,217,-0.854
329,217,1.3148
2760,217,-1.4955
4018,217,-0.6786
4600,217,0.7305
9584,217,-0.6824
4757,217,1.083
9507,217,-1.3751
2575,217,-0.624
3623,217,-0.839
6453,217,0.9201
2441,217,-0.9416
5130,217,-0.6481
3063,217,2.0708
125,217,-1.5154
6385,217,0.91
828,217,-0.6089
1188,217,0.5784
315,217,0.8174
313,217,-0.659
1209,217,-0.7558
3169,217,-0.5995
1922,217,1.62
9327,217,-0.5734
2692,217,0.8136
14105,217,0.8137
3235,217,0.6608
5679,217,-0.7469
5192,217,-1.0185
70,217,-1.1451
1130,217,-0.7477
15,217,0.7794
5290,217,-0.5487
837,217,-1.1148
6626,217,-1.5962
10945,217,-1.5702
375,217,-1.0365
4808,217,-1.2453
761,217,-0.6719
802,217,1.6965
3405,217,-0.5098
2865,217,-0.578
920,217,0.6784
12439,217,-1.5315
878,217,0.5388
3621,217,-0.5553
5243,217,0.8123
2391,217,1.8369
6612,217,-1.0798
9291,217,-0.6289
8241,217,-1.326
3480,217,-0.9641
5656,217,0.8304
376,217,-1.0292
3673,217,0.7048
5681,217,-1.8822
1201,217,-2.1938
4612,217,-0.9102
417,217,1.9502
6530,217,-0.5522
6901,217,-0.8445
6903,217,-0.9729
1378,217,-0.6397
2657,217,0.7793
5890,217,0.6632
494,217,-0.972
539,217,1.0827
206,217,1.514
1092,217,0.5677
3461,217,1.4645
595,217,-0.7592
9577,217,0.9233
600,217,-0.5578
4063,217,-0.9109
2749,217,0.721
631,217,-0.8944
1845,217,-0.8099
636,217,-1.1308
6512,217,0.7361
1865,217,0.8515
5952,217,-1.1024
4887,217,-0.9363
268,217,-0.7356
8972,217,-1.3514
4436,217,1.0321
642,217,-0.7385
3154,217,-0.8583
1853,217,-0.9234
89,217,2.7081
1868,217,-0.6798
1159,217,0.8958
2243,217,1.0278
5272,217,-1.1985
3515,217,1.7333
3570,217,-0.647
7572,217,-1.4031
1100,217,0.79
803,217,0.7577
656,217,-0.7754
515,217,-0.6568
2055,217,-0.665
4886,217,0.8942
472,217,-0.8422
2187,217,1.5112
356,217,-1.2426
3905,217,1.0988
2633,217,-2.158
2637,217,0.9406
262,217,0.8548
76,217,-0.5727
1387,217,1.1151
1735,217,-0.5238
135,217,-1.2253
1701,217,0.5772
2065,217,-0.8739
3548,217,0.9875
8445,217,-1.1017
3062,217,-1.3384
3292,217,-1.1804
3070,217,-0.5815
2920,217,1.7563
1375,217,-0.7956
2758,217,0.6435
3330,217,0.8187
862,217,1.01
186,217,-1.0426
590,217,-0.5252
8475,217,0.7279
6254,217,0.9256
3406,217,0.8061
6782,217,1.1679
7952,217,1.1725
3471,217,-0.7699
2959,217,1.1559
3508,217,-0.8657
6773,217,-1.297
8802,217,-1.9284
3187,217,-0.6821
11462,217,-0.8809
977,217,-1.5776
12,217,-0.5208
2610,217,-1.3795
1693,217,1.2409
3489,217,2.0385
342,217,-0.7442
2062,217,-0.7698
1689,217,-0.5613
179,217,-1.2879
3951,217,-1.0452
1677,217,2.6359
2534,217,-0.8636
2540,217,1.0504
3986,217,-0.562
1412,217,0.5383
84,217,-0.6461
611,217,-0.5116
622,217,-0.5514
3645,217,1.1083
2787,217,-1.1246
801,217,-0.5179
123,217,-1.4697
104,217,-0.6433
3098,217,-1.0188
5752,217,-1.2765
3156,217,-0.6371
4968,217,1.418
1254,217,-0.8459
4639,217,0.5915
585,217,-1.3737
4004,217,-1.335
1102,217,-0.9028
2941,217,2.0558
418,217,0.6741
5661,217,-1.1719
6378,217,-0.7316
5049,217,1.7546
48,217,0.86
3322,217,0.6751
861,217,-0.5576
1945,217,-1.0146
2628,217,-0.9002
640,217,-0.6784
8222,217,-1.4482
8167,217,1.2296
7524,217,-0.7603
578,217,-0.9013
6098,217,-0.7024
14387,217,-1.2381
3018,217,0.9783
284,217,1.2578
1762,217,0.9952
1044,217,-0.8946
4219,217,-0.6421
2876,217,-0.6085
4181,217,-1.3417
3161,217,-1.1871
9990,217,2.0146
328,217,-1.183
1204,217,-0.5575
2249,217,-0.5799
2133,217,0.8033
4058,217,0.8266
2124,217,-0.7195
3264,217,-1.7827
13811,217,0.5276
3783,217,-1.5521
137,217,0.637
2717,217,1.6671
4060,217,1.064
1326,217,1.0701
34,217,0.9527
2086,217,1.0717
9664,217,2.6826
4159,217,0.5661
1323,217,-1.6281
599,217,2.587
362,217,-0.9569
10399,217,2.3572
2791,217,-2.0838
1996,217,1.2718
2224,217,-0.5319
5276,217,-1.1303
1987,217,-1.3833
1131,217,-0.7361
2433,217,-0.5803
3401,217,-0.8359
5610,217,-0.5806
562,217,0.5724
1797,217,-0.9056
5851,217,0.6311
6634,217,4.9319
937,217,1.1281
1744,217,-1.072
5966,217,-1.141
5869,217,-1.8152
6678,217,-1.1214
1423,217,1.4998
625,217,-0.6008
2309,217,-0.7749
5266,217,-1.1898
3133,217,-0.9951
7837,217,11.3289
43,217,-0.8688
582,217,-1.4025
5165,217,-0.5896
1265,217,0.5931
4941,217,0.9719
5766,217,0.6677
389,217,-1.396
2639,217,-0.5257
1515,217,0.9502
1508,217,2.2923
2037,217,-0.5788
4861,217,2.8302
400,217,-1.0026
4148,217,1.1338
390,217,-0.6306
819,217,-1.146
632,217,-1.643
5746,217,0.7849
824,217,1.2823
321,217,1.2647
4067,217,-1.5906
2461,217,-0.6451
6800,217,0.857
3440,217,-0.5918
207,217,0.5183
330,217,-0.5232
706,217,-0.8621
793,217,0.6631
2194,217,0.7418
4494,217,-1.2464
1469,217,-0.6688
3123,217,-1.1687
1983,217,1.076
1783,217,0.668
8165,217,0.6271
46,217,-2.0673
7510,217,1.6692
5367,217,-0.8657
1206,217,-0.8663
958,217,-1.2602
1667,217,-1.1479
2185,217,-0.6403
2602,217,0.9798
2366,217,0.6202
9931,217,0.9958
743,217,0.5525
4289,217,-1.9877
817,217,-0.8329
638,217,-0.8619
1743,217,-0.549
1146,217,1.7399
577,217,-0.6537
116,217,-0.5082
4151,217,-1.1153
11758,217,-0.619
2057,217,0.6392
3434,217,-0.9042
3053,217,-0.5687
2578,217,0.7815
2335,217,-1.0476
1088,217,3.2219
303,217,-0.5953
3351,217,0.9562
6381,217,-1.6496
2729,217,-1.5375
2704,217,-0.6395
1590,217,2.0399
2199,217,0.5637
2734,217,-0.8203
2500,217,-0.5925
2971,217,-0.5783
65,217,-0.6227
226,217,-0.8096
2198,218,1.4715
8538,218,-0.6592
100,218,-1.0477
883,218,-0.6738
170,218,0.6396
395,218,0.8763
1255,218,0.8093
300,218,-0.6869
4840,218,1.2301
2038,218,0.6778
44,218,0.8769
50,218,1.1075
1885,218,1.1153
13,218,-1.0265
403,218,0.9349
1820,218,0.8164
1112,218,1.3475
2615,218,0.8371
7967,218,-0.6497
8462,218,-0.7426
2101,218,-0.9978
119,218,-1.1223
580,218,-0.8679
2617,218,0.5185
2308,218,0.7055
349,218,-0.7979
3488,218,-0.6171
3128,218,0.6795
1181,218,1.3466
2081,218,-1.1979
7169,218,-0.5702
768,218,0.9235
1036,218,-0.7421
2347,218,-1.1339
2751,218,0.5324
464,218,0.9005
857,218,0.7853
1824,218,0.6639
1252,218,-1.0494
404,218,1.0142
1199,218,-0.8532
4546,218,0.53
2061,218,1.1086
1336,218,-0.9606
2181,218,0.6914
2866,218,-0.5747
5071,218,-1.408
2024,218,-1.0634
4831,218,0.7
5369,218,-1.4058
5229,218,0.6248
1807,218,1.1596
2706,218,0.6562
2726,218,-0.8405
2321,218,-0.5943
3900,218,-0.6962
1836,218,1.1843
158,218,-0.8328
157,218,-1.2799
5971,218,-1.4159
1035,218,-0.5049
168,218,1.0299
1083,218,0.5454
791,218,0.7794
2851,218,0.7396
2350,218,1.0593
2554,218,-0.6305
3146,218,0.6145
3557,218,0.5593
3332,218,-0.6376
1821,218,-0.5551
9794,218,0.6628
983,218,1.3765
962,218,-0.7697
2887,218,0.6346
1794,218,-1.1448
560,218,0.5016
579,218,0.7061
3056,218,1.2514
619,218,-0.7105
1844,218,1.0484
3091,218,1.3415
2362,218,-0.7174
1207,218,-0.7008
6284,218,-1.3278
2813,218,0.7967
6611,218,-0.8472
224,218,-1.4176
5715,218,0.6068
526,218,0.53
1768,218,0.8166
8508,218,1.2936
2660,218,-0.7259
51,218,0.5522
415,218,-0.6903
1969,218,0.638
2532,218,-0.8085
6382,218,0.5955
3930,218,0.6098
1314,218,-0.5719
337,218,-0.7921
6374,218,-0.8865
7522,218,-0.6776
3486,218,0.6648
9391,218,-1.3179
3841,218,-0.8529
1126,218,-0.5865
2576,218,-0.7189
2058,218,0.5111
3660,218,-0.847
3241,218,-0.7609
664,218,-0.626
1585,218,-0.8651
3224,218,0.6682
2326,218,0.8698
456,218,-0.7763
1294,218,0.86
2119,218,0.5212
2739,218,1.0439
3594,218,-1.0644
634,218,0.7351
3193,218,-1.2091
243,218,-1.0672
3862,218,-1.5031
8161,218,1.2043
572,218,-0.5675
3,218,-0.5809
275,218,-0.5303
4729,218,-1.9015
3822,218,0.7445
2737,218,-0.6609
1564,218,0.8225
13748,218,-0.5879
1728,218,-0.6663
1037,218,-0.7058
4600,218,-1.3768
9584,218,0.5412
3897,218,0.6005
4757,218,-0.9377
3623,218,-0.839
2441,218,-0.9416
828,218,-0.6089
1188,218,-0.5584
315,218,-0.5448
313,218,-1.4325
3169,218,-0.5995
1432,218,-0.6712
3235,218,-0.7433
1327,218,0.7847
4906,218,1.4203
70,218,-1.1451
1130,218,-0.587
9937,218,0.8655
15,218,-0.5134
5290,218,-0.5984
835,218,0.7041
6626,218,-0.5006
375,218,0.8317
448,218,1.3951
1227,218,-0.7832
761,218,0.9037
3127,218,0.7788
1231,218,1.0311
4153,218,1.344
871,218,1.3153
2865,218,0.7806
12439,218,-0.9983
878,218,-0.5796
3621,218,-0.6395
1,218,-1.9658
4292,218,-1.4374
3480,218,0.9479
310,218,1.0192
3490,218,-0.5002
5656,218,-0.8433
2980,218,1.1547
3497,218,0.8243
1344,218,-1.7726
376,218,-0.6173
3673,218,-1.109
1201,218,0.9949
4612,218,0.9939
6530,218,-0.5522
1369,218,-0.6521
6903,218,-0.9729
2657,218,0.8454
3015,218,-0.8878
494,218,0.6617
206,218,-1.2038
1092,218,1.3812
600,218,0.5678
2749,218,0.844
631,218,0.7366
636,218,-1.1308
1462,218,1.0078
1865,218,0.5132
4887,218,0.8279
256,218,0.6514
642,218,0.8356
1853,218,-0.7502
1868,218,1.2036
723,218,0.59
726,218,-0.7338
2243,218,-0.8879
799,218,-0.681
5026,218,0.965
656,218,0.9169
6128,218,1.1916
2055,218,-0.5613
5812,218,0.6927
2264,218,0.6172
2187,218,-1.5526
1561,218,-0.6248
3268,218,-0.5555
356,218,-0.9778
3905,218,-1.0241
2637,218,0.5139
1202,218,-1.0413
1387,218,-0.6423
1735,218,1.1683
135,218,0.5313
1701,218,-1.0191
2065,218,-0.7337
3062,218,0.6724
3292,218,0.7541
1375,218,1.108
2435,218,-0.9259
2758,218,0.8303
1413,218,-1.0022
3330,218,-0.5771
862,218,0.9403
186,218,-1.0426
4471,218,-0.7505
590,218,1.0196
567,218,-1.1723
859,218,-1.0563
7952,218,-0.8118
3471,218,-0.7699
6773,218,-0.9006
144,218,2.1749
3187,218,-0.6821
11462,218,0.7628
554,218,1.2531
8886,218,-0.7259
1187,218,-0.8192
2580,218,0.9929
12,218,1.1826
2052,218,0.5366
3234,218,1.6798
367,218,0.5248
440,218,-0.5246
2988,218,0.6084
2062,218,1.1132
1689,218,0.7021
179,218,-1.2879
1734,218,1.8147
3951,218,0.6539
1677,218,-0.9574
2534,218,-0.517
3540,218,-0.75
2540,218,-0.5416
3986,218,1.3257
2506,218,0.932
84,218,-0.6461
622,218,0.5385
3645,218,-0.7054
2787,218,0.5645
801,218,0.7591
4931,218,-0.7542
3999,218,-1.1076
3098,218,1.9472
1894,218,0.8622
3156,218,1.0786
8962,218,-0.6132
4968,218,0.9542
1228,218,-0.5723
1254,218,-0.8459
993,218,1.1712
585,218,0.9079
372,218,0.5383
1102,218,0.6468
2941,218,-1.6345
27,218,0.5167
1745,218,0.7538
3322,218,1.3345
8944,218,0.5997
640,218,-0.5989
8167,218,-0.5869
578,218,0.5654
1622,218,1.7294
3018,218,-0.5843
284,218,-0.5362
1044,218,-0.8946
4219,218,-0.6646
2876,218,-0.6085
1148,218,-1.2841
3161,218,-1.1871
9990,218,0.5906
328,218,1.3348
1204,218,1.0504
4058,218,0.8612
3264,218,-1.4748
13811,218,-0.5016
3783,218,-0.7146
4060,218,-0.8903
34,218,-0.554
401,218,-0.7902
2086,218,0.6391
2197,218,0.792
9664,218,-1.1335
4159,218,0.7038
2791,218,-0.8611
1996,218,0.5106
2224,218,0.8222
6883,218,2.2799
