gene_id,Sample_Id,mRNA_expression
4058,104,2.7227
3264,104,0.9685
13811,104,0.8367
1900,104,1.6492
1531,104,0.8967
4060,104,0.5313
1326,104,-0.6729
10155,104,1.742
34,104,0.8412
401,104,-0.9353
2086,104,-0.8367
2197,104,1.1439
599,104,-0.6959
2791,104,-1.4658
1558,104,0.8119
2224,104,1.6545
5276,104,1.6408
2314,104,1.1286
3401,104,-0.8359
5610,104,-1.3622
1797,104,-0.7152
2889,104,-0.8805
3494,104,-0.6548
5851,104,1.2195
937,104,-1.4892
1744,104,1.2531
5966,104,-1.193
5869,104,1.1362
1423,104,-0.5131
2650,104,2.3961
8049,104,1.7393
625,104,2.1015
3088,104,0.8253
2900,104,0.5406
1705,104,-0.6905
339,104,1.5995
43,104,-0.8688
8693,104,2.4613
582,104,-0.6312
5165,104,0.6613
1265,104,0.8499
4941,104,-0.6466
5545,104,-0.6928
5766,104,1.031
389,104,-0.7144
2639,104,-0.6297
4208,104,2.1508
1515,104,0.5237
9258,104,-1.01
496,104,1.3395
1508,104,-1.4303
2037,104,0.9951
4861,104,-0.671
8436,104,-1.0205
4148,104,-1.0589
8709,104,2.5381
390,104,-0.6306
4067,104,0.9867
2461,104,0.6041
6800,104,-1.7214
3440,104,-0.5918
8535,104,2.8263
207,104,-0.7352
330,104,-0.5232
93,104,-0.7686
706,104,0.6959
4030,104,0.6058
793,104,2.6198
2194,104,0.7308
4494,104,-0.7287
1469,104,0.6364
4056,104,2.132
1983,104,-1.1849
1783,104,-1.653
8165,104,1.4847
46,104,-1.9317
108,104,0.8747
5469,104,2.0704
7936,104,2.0433
7510,104,-1.0029
1206,104,1.5134
958,104,-0.7811
8442,104,-1.0364
2185,104,2.0696
2366,104,0.7579
9931,104,0.8576
4289,104,0.9082
817,104,0.6194
638,104,1.237
7059,104,1.0667
1382,104,-0.7813
1146,104,-0.5737
116,104,-0.5082
4151,104,-1.6103
2057,104,1.4211
3434,104,1.7125
7288,104,0.5813
324,104,1.6251
3053,104,-0.5687
2578,104,-1.0047
2053,104,0.8136
919,104,2.056
9020,104,0.6343
1072,104,0.9288
3238,104,1.9325
303,104,1.5867
3351,104,1.1012
1410,104,-1.3988
373,104,3.2178
1838,104,2.8025
4080,104,0.7886
3376,104,0.536
3199,104,2.8654
1365,104,1.6023
402,104,1.9203
2199,104,0.8298
2500,104,3.1809
2971,104,-0.5783
2707,104,2.4005
8997,104,2.8388
4250,104,0.9305
65,104,0.9993
594,104,0.8765
79,104,2.1142
556,104,1.427
226,104,-0.8096
8538,105,-0.6326
100,105,0.6294
883,105,-0.6738
885,105,2.2034
2374,105,-1.3608
394,105,-0.9536
1802,105,0.6382
2831,105,0.5184
377,105,0.8186
716,105,0.6693
8202,105,0.8952
300,105,-0.6869
4840,105,0.8015
2038,105,0.9797
44,105,1.3405
6395,105,1.8749
196,105,1.8728
50,105,-1.1595
1885,105,1.7215
13,105,1.9456
2508,105,-0.6863
1792,105,0.5335
2615,105,-0.7295
7967,105,0.8201
4898,105,0.5905
198,105,-1.1518
8462,105,0.7738
2101,105,1.0176
119,105,1.1313
580,105,0.6799
7909,105,0.5914
546,105,-1.8167
2308,105,1.1218
4147,105,1.0106
3128,105,1.7321
1181,105,-0.7093
4228,105,0.9327
2081,105,1.3315
908,105,0.9501
7169,105,0.7449
1338,105,-1.4191
2635,105,-1.0181
8188,105,0.9721
768,105,-0.8418
1036,105,-0.7421
7657,105,1.0811
162,105,0.7299
306,105,0.8945
2085,105,1.5238
2751,105,0.6721
3499,105,2.0949
464,105,0.766
4070,105,-0.9546
1824,105,0.9793
518,105,0.9517
1252,105,-0.8598
404,105,-0.52
1199,105,0.6812
4197,105,-0.7692
4546,105,1.1701
1336,105,1.3634
2181,105,1.0957
2866,105,1.4204
5071,105,1.2132
1127,105,0.9398
3662,105,1.3571
2024,105,1.1668
60,105,1.3905
5369,105,0.5961
2321,105,0.5906
5609,105,-0.8932
11603,105,-0.836
1836,105,0.9065
158,105,-0.7396
157,105,-0.9042
5971,105,0.7058
5005,105,-0.6721
1035,105,-0.5049
3168,105,0.8823
5180,105,2.7113
168,105,0.5545
791,105,-1.0596
1509,105,0.9665
4478,105,0.9377
2350,105,-0.7909
2554,105,1.1251
3146,105,0.7937
3557,105,1.6764
3332,105,1.7914
1821,105,1.1637
2730,105,1.0176
991,105,0.9043
983,105,1.148
962,105,0.6533
2887,105,0.5964
4249,105,0.6234
1794,105,1.0501
560,105,0.657
1436,105,0.7616
3056,105,-0.6879
619,105,1.7498
9596,105,0.7927
610,105,1.5571
2233,105,-0.7786
3091,105,-1.2975
6964,105,-0.6544
3275,105,0.9976
4361,105,0.7023
2768,105,-0.5157
727,105,0.5706
2813,105,0.8784
6611,105,2.3717
224,105,0.6771
1419,105,1.0518
5715,105,1.8942
5586,105,0.8063
3285,105,0.7896
1768,105,1.2872
2660,105,-1.0669
1767,105,1.4273
415,105,1.3844
1363,105,1.5485
1969,105,1.2108
2532,105,0.6547
3930,105,0.6848
6367,105,1.3475
3247,105,2.213
1314,105,-0.5719
337,105,1.2348
6374,105,1.0595
2097,105,1.0314
3933,105,0.9891
3486,105,0.8486
9391,105,-0.5863
3841,105,0.7192
2576,105,1.2657
5416,105,2.3127
664,105,1.0963
1585,105,-0.7789
3224,105,-0.5707
2695,105,2.1202
318,105,0.5599
3137,105,0.6042
1965,105,2.133
2326,105,-0.7577
456,105,-0.7763
5036,105,-0.9556
1232,105,0.6004
952,105,0.5176
3543,105,4.0942
2739,105,1.3689
4442,105,1.367
6581,105,0.9332
749,105,1.1508
5001,105,0.6128
3193,105,0.5265
3034,105,1.5452
243,105,-1.0672
8161,105,0.7172
572,105,2.2038
275,105,0.5661
4729,105,-0.9068
2029,105,1.5861
3822,105,-0.7401
1433,105,0.6789
7320,105,1.9943
827,105,0.9453
91,105,1.0644
1532,105,1.4557
5982,105,1.3771
13748,105,-0.5879
1728,105,1.4689
949,105,0.8293
1037,105,-1.0391
2760,105,1.315
8834,105,-0.9062
4018,105,1.0607
4600,105,0.7349
3068,105,0.9596
9584,105,2.2273
3897,105,2.3508
9507,105,0.9514
2575,105,0.8054
6453,105,1.5693
5879,105,0.5113
2441,105,-0.9416
5130,105,0.7081
125,105,1.8665
6385,105,1.0252
828,105,1.7846
313,105,1.6122
1209,105,0.8888
9327,105,0.6184
2163,105,0.636
1432,105,0.9719
2692,105,0.5693
5679,105,0.9353
4906,105,0.8116
763,105,1.0455
5192,105,-0.5334
70,105,0.5289
9349,105,-0.5267
835,105,0.5709
6626,105,0.6503
10945,105,0.692
375,105,0.7391
451,105,1.3071
448,105,1.133
2293,105,1.208
1231,105,1.0109
4153,105,0.6241
4156,105,1.1976
804,105,0.9311
3405,105,-0.5029
239,105,0.947
871,105,0.6115
2865,105,0.6788
920,105,1.1127
3621,105,-1.14
9282,105,0.5159
5243,105,-0.614
1046,105,0.5405
6612,105,-0.7918
9291,105,-0.8888
3480,105,0.5957
310,105,0.7783
2609,105,0.9815
5656,105,-0.8767
3497,105,1.5574
376,105,1.5211
4612,105,0.9208
7922,105,2.2719
6530,105,-0.5522
1369,105,0.7994
6903,105,0.6913
1378,105,0.5118
1384,105,1.5971
2657,105,0.9734
3517,105,1.1023
539,105,1.4194
206,105,-0.7017
1092,105,-0.6475
4054,105,1.449
9577,105,1.802
3335,105,1.9862
626,105,0.7928
2749,105,-0.6633
636,105,1.6218
6512,105,1.1995
705,105,0.5145
1865,105,0.5484
5952,105,1.3071
4887,105,0.9913
268,105,0.7101
4436,105,1.9381
3154,105,0.5538
105,105,1.5056
1853,105,0.9245
5776,105,0.6279
89,105,-1.2808
2243,105,1.1381
799,105,0.9236
3515,105,0.7433
3570,105,0.7848
7572,105,1.0899
1100,105,-0.9017
2310,105,0.7239
803,105,2.4525
515,105,0.736
6128,105,0.5094
2055,105,-1.3255
5812,105,1.157
2264,105,1.0616
4886,105,-0.8726
472,105,1.1587
66,105,0.82
1561,105,0.9283
3268,105,-0.5555
356,105,0.8606
1202,105,1.3913
262,105,0.7565
76,105,1.7699
1387,105,0.8491
1735,105,0.7627
135,105,0.7205
6041,105,0.5954
2065,105,-0.5827
4304,105,1.2675
3062,105,0.5896
3292,105,0.6465
28,105,0.9817
2966,105,1.5772
3070,105,-0.6448
1375,105,0.6807
3334,105,0.7547
4699,105,-0.5587
2758,105,-0.7986
3330,105,-0.5771
862,105,0.9045
186,105,1.6093
4471,105,1.032
590,105,2.022
9562,105,-0.7682
8475,105,1.4774
2854,105,2.1425
567,105,-0.7199
3406,105,-0.6625
8003,105,-0.9452
6880,105,-0.7704
6782,105,-0.8945
859,105,1.8975
7952,105,-0.8118
4306,105,-1.347
3508,105,0.6786
8802,105,0.9456
3187,105,0.9527
977,105,1.0761
8886,105,0.5449
1187,105,0.6984
2610,105,1.2754
2052,105,1.4303
3234,105,0.7173
1693,105,1.0301
3489,105,1.0061
367,105,-0.9382
342,105,0.8925
440,105,-0.5246
2988,105,0.6211
2062,105,0.9035
3676,105,2.3726
1689,105,0.607
2063,105,0.9633
11115,105,0.9323
1690,105,0.9698
3977,105,1.0974
7913,105,1.1488
6201,105,-0.8413
3540,105,0.6095
1412,105,2.4068
84,105,0.7076
611,105,0.8168
1454,105,1.4077
622,105,0.9622
801,105,1.0696
4931,105,1.8381
3999,105,0.7069
3098,105,1.1722
5752,105,-0.5517
3156,105,1.4023
4968,105,0.6292
6042,105,0.644
4639,105,1.4143
3939,105,0.9752
372,105,0.6864
1102,105,0.8675
365,105,1.6096
2151,105,-0.5985
2941,105,0.9924
418,105,1.7699
5661,105,0.7773
6378,105,0.8205
601,105,-0.9971
27,105,1.4132
8768,105,0.7174
5049,105,-0.735
1360,105,0.5315
48,105,0.5885
3322,105,-0.504
861,105,0.9363
1945,105,0.9918
8944,105,0.6733
640,105,1.9915
2096,105,1.7143
8222,105,1.2842
8167,105,-0.5869
679,105,2.1483
578,105,0.7325
1622,105,-0.5596
6098,105,0.9089
3018,105,-0.5843
1762,105,1.4157
1044,105,0.8327
4219,105,1.2603
5453,105,-1.0628
2876,105,0.637
1148,105,0.9462
3161,105,1.6083
3121,105,2.1315
1204,105,1.2046
1769,105,1.239
2249,105,0.7428
4058,105,0.5317
3264,105,2.0112
13811,105,0.8909
1900,105,-1.4439
3783,105,0.8317
2184,105,0.527
1531,105,1.0123
4060,105,-0.8903
10155,105,0.6981
35,105,0.6304
34,105,1.4746
401,105,0.6439
2197,105,-1.3552
362,105,0.8366
2791,105,0.7588
1558,105,1.1421
5276,105,1.0089
1987,105,-0.9416
1131,105,1.4327
2433,105,-1.012
5610,105,-0.7806
2460,105,-0.7175
1797,105,1.5768
2889,105,1.0359
341,105,0.5366
3494,105,0.9458
5851,105,0.6197
937,105,1.0257
1744,105,1.2192
5869,105,1.3381
1423,105,-0.7932
2650,105,0.5829
807,105,-0.8999
625,105,0.8891
3088,105,-0.5325
2309,105,-0.7749
2900,105,-0.7509
5266,105,-0.8149
3133,105,1.0975
339,105,1.3371
366,105,1.5843
582,105,1.4636
5165,105,-0.6837
1265,105,1.0139
4941,105,-0.6572
130,105,0.7869
5766,105,-0.5938
4208,105,0.5983
1515,105,1.0822
496,105,0.8036
2037,105,1.286
6329,105,0.8478
4861,105,2.9706
8436,105,1.8735
8709,105,0.751
390,105,-0.6306
632,105,-1.643
5746,105,1.2671
824,105,1.0694
321,105,-0.6399
6800,105,1.2724
3440,105,-0.5918
207,105,0.9051
330,105,2.4601
93,105,-0.7686
706,105,2.3096
4494,105,-0.7509
1469,105,0.9614
4056,105,1.2769
1983,105,-1.1849
1783,105,0.5019
8165,105,0.5464
1342,105,1.5074
108,105,1.2474
5469,105,1.3889
1017,105,2.1867
7510,105,0.9196
5367,105,1.0155
1206,105,0.7493
958,105,-0.5437
8442,105,2.5632
2185,105,0.5842
2602,105,0.8152
2366,105,0.5225
2149,105,0.5776
743,105,-0.714
4289,105,-0.6787
1743,105,0.9643
577,105,-1.5714
1644,105,0.5484
116,105,2.025
4151,105,1.9383
3075,105,0.9958
6169,105,1.6578
2057,105,0.7037
7288,105,0.707
324,105,0.751
3053,105,1.2259
2335,105,1.3982
9020,105,0.5032
1072,105,1.2355
3238,105,1.4013
303,105,0.9293
3351,105,-0.9214
6381,105,0.5144
1410,105,-0.8295
2729,105,0.5194
3021,105,0.9058
3376,105,-0.6768
3199,105,1.1287
1365,105,1.7589
402,105,1.3849
2199,105,0.6822
2734,105,0.8921
591,105,2.7177
2500,105,1.307
2971,105,-0.5783
2707,105,0.7405
4250,105,0.7264
65,105,0.795
594,105,0.7944
226,105,-0.8096
8538,106,-0.7827
1211,106,-0.9324
5430,106,-0.8482
5623,106,0.6333
674,106,-1.483
1913,106,-0.8173
885,106,1.1648
2374,106,-1.0001
394,106,0.7641
170,106,-1.4095
395,106,-1.0775
1802,106,-1.7161
2831,106,0.5524
377,106,-0.6387
3223,106,-1.0075
1104,106,0.653
1255,106,1.1935
716,106,-1.1713
8202,106,1.0455
300,106,-0.6869
4840,106,-0.5302
2038,106,-0.6752
44,106,-0.6221
49,106,1.19
6395,106,0.6042
1885,106,-0.8647
2508,106,-0.7603
403,106,-0.8865
1820,106,-1.3468
1112,106,-0.719
1792,106,-1.9763
2615,106,-0.7104
7967,106,2.225
4898,106,1.563
198,106,-0.6829
8462,106,2.5601
8775,106,-2.5336
2101,106,1.225
119,106,1.8167
3703,106,-2.8933
580,106,1.4158
546,106,2.7742
1185,106,-1.5311
2308,106,-0.5632
1281,106,0.854
4147,106,1.7621
349,106,3.5631
3488,106,2.2129
3128,106,-1.4402
1181,106,-0.7093
4228,106,2.1935
2081,106,1.6603
1392,106,-2.1648
908,106,-1.5703
7169,106,2.1603
7350,106,-1.8194
2635,106,-1.0418
3767,106,-0.856
1233,106,-0.8118
8188,106,1.1791
768,106,-2.4788
2085,106,1.0704
316,106,-0.6456
559,106,-1.2797
2347,106,0.8259
323,106,-1.2681
2751,106,-1.3392
4025,106,1.9707
464,106,-0.5026
4070,106,-1.0128
1824,106,-1.4551
518,106,2.6005
1252,106,-2.6627
404,106,1.4118
1199,106,1.5236
4197,106,-0.6011
5680,106,-3.6729
2061,106,-0.8109
2181,106,-1.4024
11481,106,0.9922
1386,106,2.3221
1127,106,0.9783
3662,106,1.1708
22,106,0.5791
2024,106,1.412
5369,106,1.6254
1003,106,-1.4131
2453,106,-1.0337
557,106,0.6841
2706,106,-1.063
886,106,-2.6294
2726,106,1.9228
2321,106,1.2853
3900,106,1.0739
5609,106,-0.697
3080,106,2.9271
11603,106,1.1568
1836,106,-1.2814
4270,106,-0.868
158,106,-1.8827
1261,106,-1.4723
5971,106,0.7357
1035,106,-0.5049
168,106,-0.6364
1083,106,2.1074
791,106,-1.873
1509,106,-1.1204
2851,106,-0.8678
2350,106,-0.7909
237,106,-0.5133
3146,106,-1.9636
3332,106,1.2529
1821,106,1.3761
2730,106,1.5396
9794,106,-0.5612
4504,106,0.6214
983,106,-0.8268
962,106,1.7216
2887,106,-0.7318
1794,106,1.5393
560,106,-1.0661
6212,106,0.5886
1436,106,1.1481
579,106,-0.7454
3056,106,-0.9376
9596,106,2.0486
1844,106,-1.1228
610,106,1.2265
2233,106,-1.0969
3091,106,-1.4653
635,106,-1.4867
6964,106,-1.5275
646,106,-1.3087
653,106,-0.9547
2362,106,1.1235
2361,106,-0.9789
244,106,-2.2499
3275,106,1.136
1207,106,0.5037
4124,106,-2.5115
3115,106,0.8164
6284,106,1.967
727,106,-0.7937
224,106,1.2162
519,106,0.9212
1419,106,1.8391
5715,106,1.0623
9522,106,-1.9142
5586,106,1.2831
3285,106,-1.1689
1768,106,1.0823
2660,106,1.9583
51,106,-1.1296
469,106,-0.5697
1767,106,-1.366
415,106,1.1842
3944,106,0.8333
1969,106,-0.8085
2532,106,1.616
334,106,-0.6502
6367,106,-0.5195
3247,106,0.6298
1314,106,-0.5719
337,106,1.3269
2097,106,-0.5888
3486,106,-0.8505
2595,106,-1.3318
9391,106,0.9885
3841,106,1.2504
1126,106,1.4028
2576,106,1.3297
2058,106,-2.1696
3241,106,1.3973
5416,106,1.2582
2064,106,2.7621
664,106,1.3392
1585,106,1.3282
3224,106,-0.6699
2695,106,1.077
3137,106,-0.603
1965,106,0.8786
4783,106,1.1157
1306,106,1.3077
2326,106,-2.1098
456,106,-0.7763
5036,106,-0.5783
1294,106,-2.505
2797,106,-1.3461
1232,106,1.5448
952,106,-0.5763
2119,106,-1.1652
3543,106,2.7442
4442,106,-1.221
6581,106,1.8437
634,106,-1.4219
749,106,-0.74
4900,106,-0.9068
5001,106,-0.8011
3193,106,1.6839
1618,106,-0.6171
3034,106,-1.422
63,106,-1.426
3044,106,-0.7162
1150,106,-1.1594
243,106,-1.0672
7374,106,-1.1377
3862,106,2.0205
3774,106,2.329
8161,106,-0.7151
3689,106,-2.3896
756,106,-1.333
572,106,0.6707
275,106,0.7384
7230,106,1.8186
3822,106,-1.2573
1433,106,0.5615
7320,106,0.873
564,106,-0.7509
91,106,-1.0219
5982,106,0.5167
2737,106,1.9377
2318,106,-2.0104
1564,106,-1.6817
4048,106,-0.6644
13748,106,-0.5879
1728,106,1.9704
329,106,1.957
4018,106,-1.3088
4600,106,0.9185
3068,106,0.7122
9584,106,1.0893
3897,106,-1.2353
9507,106,0.5795
2575,106,-0.8309
3623,106,-0.839
7876,106,1.0344
3124,106,1.1494
5130,106,0.6236
3063,106,-0.8608
6385,106,1.8019
828,106,-0.6089
315,106,-0.6142
1209,106,-0.665
1922,106,0.9006
1432,106,1.0906
2692,106,2.3871
14105,106,2.1378
3235,106,1.1589
5679,106,-0.9096
1327,106,-0.7034
361,106,-0.9769
5192,106,1.5811
70,106,3.883
9349,106,-1.2316
1130,106,-1.7045
9937,106,-1.817
15,106,1.7762
4882,106,-1.0203
835,106,-0.5401
6626,106,-2.009
375,106,-1.0068
6885,106,-1.8373
40,106,1.1585
4808,106,2.8686
2293,106,-0.5974
1227,106,-0.7832
761,106,-0.9408
3127,106,-0.7593
1231,106,-1.426
4153,106,-0.5641
4156,106,-1.8935
804,106,-1.0727
3405,106,-2.0282
239,106,-0.5996
871,106,0.8126
2865,106,-1.7084
920,106,-0.6388
878,106,1.3558
9282,106,1.7479
5243,106,0.7935
2391,106,-0.8507
1046,106,-1.1897
6612,106,-1.7738
9291,106,-2.4845
4292,106,2.4108
8241,106,0.6654
3480,106,-0.6262
310,106,-1.3166
5656,106,1.668
2980,106,-0.7579
3497,106,-1.6186
3673,106,0.956
1201,106,-0.6394
4612,106,-2.0251
417,106,1.239
7922,106,1.2666
1369,106,1.518
6901,106,0.545
6903,106,0.5505
1378,106,-1.3186
1384,106,-1.073
3015,106,1.1809
539,106,2.1992
1092,106,1.3562
3335,106,-1.2877
600,106,-1.1823
4063,106,-1.4472
626,106,-0.6848
2749,106,-1.9827
631,106,-1.5536
1845,106,-0.8099
636,106,-1.1308
1462,106,-0.9825
6512,106,1.314
705,106,0.8462
1865,106,-1.8207
268,106,-1.0574
8972,106,-1.3514
4436,106,1.0096
642,106,-0.6917
105,106,-1.5096
5776,106,0.5258
89,106,-0.5739
1868,106,-1.3089
723,106,-0.6586
726,106,-0.7961
2243,106,0.6739
470,106,0.6823
3515,106,0.6039
3570,106,-1.2184
5026,106,-2.2733
7572,106,0.8459
1100,106,1.057
2310,106,0.7317
656,106,-1.593
515,106,-1.6444
6128,106,-1.2349
2055,106,-1.3255
5812,106,0.663
2264,106,0.9401
472,106,0.5285
66,106,0.5865
1561,106,0.5448
356,106,2.7016
3905,106,1.5949
2633,106,-0.6051
2223,106,2.0476
2637,106,-0.6633
1202,106,1.2355
262,106,1.2442
76,106,-0.558
1387,106,1.5046
1735,106,-1.7229
135,106,-1.0324
6041,106,-2.0704
1701,106,2.3724
2065,106,-1.0339
1039,106,0.5193
3548,106,-1.6371
8445,106,-0.749
6897,106,3.2698
3062,106,-1.3261
2918,106,1.0369
3292,106,-1.8189
28,106,-1.9014
3070,106,-1.1087
2920,106,-1.6061
1375,106,-1.3262
3334,106,0.604
4699,106,-1.7898
2758,106,-0.7986
1413,106,2.0718
3330,106,-0.5771
862,106,-1.7874
186,106,-0.5347
4471,106,0.7249
590,106,-0.9039
9562,106,0.6427
2854,106,0.9041
6880,106,0.8611
6782,106,0.844
859,106,1.1152
2959,106,0.5124
431,106,-1.4169
4306,106,-1.6615
3508,106,0.5469
6773,106,2.0282
144,106,-1.3037
8802,106,-1.2524
3187,106,-0.6821
11462,106,-1.5245
554,106,-0.6197
8886,106,-0.5726
1187,106,3.3417
2580,106,-1.2396
12,106,-1.4417
2598,106,-0.554
2610,106,-0.5817
2052,106,-0.5567
1693,106,-0.6014
3489,106,2.416
342,106,-1.1019
2062,106,-1.4944
3676,106,1.2858
2063,106,-1.7386
179,106,-0.7097
1690,106,-0.7761
1734,106,-1.1336
3951,106,-0.6074
7913,106,1.2046
1677,106,-0.6715
3520,106,-1.6239
3530,106,-0.9367
2540,106,-0.5416
3986,106,1.0287
2506,106,-1.7156
622,106,-0.8121
3645,106,1.7064
2315,106,2.554
2787,106,1.7197
801,106,0.517
123,106,-0.5597
4931,106,-1.1227
3999,106,2.0316
3098,106,1.1866
1894,106,-0.7111
5752,106,-1.3206
3156,106,-1.8718
8962,106,1.2019
4968,106,-1.0587
993,106,-0.9754
4639,106,0.9242
3939,106,-1.1845
585,106,-1.8798
4004,106,-1.4951
365,106,2.3617
2151,106,1.1889
2941,106,1.5252
418,106,1.0102
5661,106,-1.029
6378,106,-0.7727
601,106,-0.7459
8768,106,3.1772
1745,106,-1.1372
5049,106,2.3974
3322,106,-1.9522
861,106,-0.6019
2628,106,-2.0291
640,106,0.9483
4229,106,3.4055
2675,106,-0.68
8222,106,-0.5227
8167,106,-0.5869
513,106,-2.2356
679,106,1.086
578,106,-1.1201
6098,106,-2.7508
14387,106,0.997
3018,106,-0.5843
1044,106,1.1883
4219,106,1.2347
5453,106,-1.0776
2876,106,-0.6085
1148,106,-2.1309
9990,106,2.6696
328,106,-1.183
3121,106,-0.8079
2249,106,-0.8755
2133,106,-0.9647
4058,106,-0.6908
2124,106,3.1464
3264,106,1.9148
13811,106,2.2343
1900,106,-1.3716
137,106,0.5134
2717,106,3.0356
4060,106,1.4746
1326,106,1.5784
34,106,1.4382
401,106,2.2869
2086,106,2.7499
2197,106,-1.01
9664,106,1.7764
599,106,2.7744
362,106,-1.3162
10399,106,2.2893
2791,106,-0.7884
1558,106,-0.5921
2224,106,-1.704
5276,106,-1.1568
1987,106,-0.8383
5241,106,-1.169
5610,106,-0.9829
2460,106,2.9502
1797,106,1.2587
2889,106,1.621
341,106,0.7621
3494,106,-0.6548
5851,106,-1.693
937,106,1.2983
5966,106,-1.332
6678,106,1.3302
1423,106,1.5406
2650,106,-1.0357
551,106,1.6209
807,106,-1.7156
625,106,-1.5914
3088,106,-2.4542
2309,106,-0.7749
2900,106,-1.31
1705,106,0.6515
3133,106,-1.1749
43,106,0.7269
366,106,-1.2815
8693,106,0.773
582,106,-0.6561
1265,106,1.4282
4941,106,-0.9555
5545,106,-0.864
130,106,-1.0841
389,106,-0.9171
2639,106,0.5436
4208,106,2.9597
9258,106,0.7445
496,106,-2.0992
1508,106,1.6269
2037,106,-1.1564
4861,106,2.8517
400,106,-1.0723
1098,106,-0.9206
8436,106,-1.0205
390,106,-0.6306
5746,106,1.7125
321,106,0.7224
2461,106,-1.556
6800,106,1.7995
207,106,1.554
330,106,-0.5232
93,106,-0.7686
706,106,0.7019
4030,106,-1.2589
2194,106,-1.0148
4494,106,0.5116
3123,106,-0.837
4056,106,-1.4281
1783,106,1.3381
46,106,-1.3542
108,106,-1.5225
5469,106,0.5282
1017,106,1.0628
5367,106,-0.6181
1206,106,-1.7954
958,106,-1.2904
8442,106,0.8974
1667,106,1.4426
2185,106,-1.0648
2366,106,2.1204
2149,106,-1.13
743,106,1.3679
4289,106,1.0784
817,106,1.2546
7059,106,-0.8326
1743,106,-0.6113
1146,106,-1.0273
577,106,-0.7995
1644,106,-1.0816
116,106,-0.5082
4151,106,0.7341
3075,106,0.8329
573,106,-0.9217
581,106,-0.9422
3434,106,-1.2616
7288,106,-1.053
1591,106,-1.3175
324,106,-1.313
2578,106,-1.2945
663,106,0.7368
919,106,-1.026
9020,106,1.2986
1072,106,0.6322
6381,106,-1.3345
1410,106,2.6506
4080,106,-2.7685
2729,106,-1.2385
2704,106,-0.5655
3376,106,-0.6768
3199,106,1.1966
2199,106,1.2836
2500,106,0.5314
2971,106,-0.5783
2707,106,-0.9023
65,106,-0.9027
594,106,3.5354
79,106,0.6567
556,106,1.1829
4506,106,0.894
2198,107,-1.9882
8538,107,-1.2393
1211,107,2.4978
6092,107,2.6647
674,107,1.0994
1913,107,-1.9947
100,107,3.5014
883,107,-0.6738
885,107,-1.5636
2374,107,-0.7264
394,107,-0.8548
170,107,3.3804
7060,107,4.4831
377,107,3.616
1255,107,1.3106
716,107,0.5875
300,107,-0.6869
4840,107,-0.6795
2038,107,-0.6752
44,107,0.618
49,107,-0.5901
196,107,0.534
13,107,2.14
2615,107,-1.0692
7967,107,0.8302
198,107,-1.3795
8775,107,2.0214
2101,107,-0.9978
2617,107,0.6831
7909,107,-1.3913
546,107,-1.8167
1185,107,-1.912
1281,107,-1.7043
349,107,-0.7979
3128,107,-0.9807
1181,107,0.575
4228,107,0.783
1392,107,-0.8903
7350,107,-1.8194
1338,107,-1.0204
2635,107,-1.5317
3767,107,-0.6351
1233,107,0.5888
8188,107,-0.5474
768,107,-0.808
162,107,-0.5484
2085,107,1.6373
316,107,1.3312
2347,107,-0.661
323,107,-1.0931
3499,107,-0.8955
4025,107,-0.9093
4336,107,-1.1709
464,107,-1.1562
857,107,-0.6965
4070,107,-0.6728
518,107,2.7851
1252,107,0.6934
404,107,-1.1493
5680,107,0.6008
2061,107,-0.8109
1336,107,0.6736
2181,107,-1.4024
5071,107,0.9425
11481,107,0.5501
1386,107,0.925
1127,107,0.9135
3662,107,1.2675
22,107,-0.6203
2024,107,0.9417
4831,107,0.6444
60,107,-1.2519
5369,107,0.6294
7238,107,-0.955
1003,107,0.6589
2453,107,0.7487
1367,107,4.4599
886,107,-1.1952
2726,107,-2.3087
2321,107,0.9034
3900,107,0.9374
5609,107,2.3582
3080,107,-1.0327
4270,107,-0.5403
158,107,-0.5876
1261,107,-0.7321
5971,107,0.7414
1035,107,-0.5049
3168,107,0.6588
918,107,-1.4176
1068,107,-1.5035
1083,107,-1.0059
1509,107,1.3982
2311,107,1.8812
4478,107,0.5668
2350,107,-0.7909
3146,107,3.3095
3557,107,-0.6381
3332,107,1.697
1821,107,2.6279
4504,107,1.402
3630,107,-0.8701
962,107,-1.192
4249,107,1.9023
1794,107,-1.7438
6212,107,-1.4392
3056,107,-1.5753
619,107,2.0501
2233,107,-1.241
635,107,-1.5136
646,107,1.4793
653,107,-0.6441
5628,107,-1.127
244,107,-0.9017
3275,107,1.332
4361,107,1.2529
4124,107,-0.6521
3115,107,-1.7908
2768,107,2.187
6284,107,0.6358
727,107,0.7372
6611,107,-0.8472
519,107,-1.0244
5715,107,-1.1912
9522,107,1.3029
5586,107,-0.5994
2660,107,-0.7636
469,107,0.5741
3523,107,-0.8436
1767,107,3.2376
3944,107,-1.814
1363,107,1.06
3930,107,0.6682
3247,107,-1.835
1314,107,-0.5719
337,107,0.7731
6374,107,1.3525
7522,107,0.9343
2595,107,3.1148
3841,107,0.5127
3660,107,0.8097
5416,107,-1.0468
664,107,1.9153
2695,107,-1.0915
318,107,1.6215
3137,107,1.3316
1306,107,0.5784
2326,107,-0.7775
1294,107,1.2082
2797,107,-0.7741
1232,107,1.8147
952,107,-0.6055
2119,107,-0.6183
1695,107,1.7845
2739,107,4.7841
3594,107,1.2998
