gene_id,Entrez_Gene_Id,Hugo_Symbol
13894,27087,B3GAT1
627,27090,ST6GALNAC4
4963,27091,CACNG5
15754,27092,CACNG4
18350,27093,KCNMB3P1
13125,27094,KCNMB3
10981,27095,TRAPPC3
17941,27097,TAF5L
13775,27098,CLUL1
9410,271,AMPD2
1637,2710,GK
17573,27101,CACYBP
1140,27102,EIF2AK1
12257,27106,ARRDC2
13700,27107,ZBTB11
6463,27109,ATP5S
15314,27111,SDCBP2
166,27112,FAM155B
17970,27115,PDE7B
4622,2712,GK2
5918,27121,DKK4
17874,27122,DKK3
10323,27123,DKK2
9823,27124,INPP5J
3701,27125,AFF4
161,27127,SMC1B
16903,27128,CYTH4
13783,27129,HSPB7
17498,2713,GK3P
13559,27130,INVS
1010,27131,SNX5
6592,27132,CPNE7
7341,27133,KCNH5
2385,27134,TJP3
1363,27136,MORC1
18001,27141,CIDEB
6964,27143,PALD1
11636,27145,FILIP1
1372,27146,FAM184B
2927,27147,DENND2A
4784,27148,STK36
10740,27151,CPAMD8
3693,27152,INTU
210,27153,ZNF777
12398,27154,BRPF3
12234,27158,NDOR1
12899,27159,CHIA
10806,27160,INGX
7245,27161,AGO2
18280,27163,NAAA
6594,27164,SALL3
12519,27165,GLS2
14719,27166,PRELID1
7838,2717,GLA
9297,27173,SLC39A1
13381,27175,TUBG2
15951,27177,IL36B
8420,27178,IL37
5862,27179,IL36A
2413,27180,SIGLEC9
983,27181,SIGLEC8
12438,27183,VPS4A
3489,27185,DISC1
17756,27189,IL17C
7841,2719,GPC3
13949,27197,GPR82
12738,27198,HCAR1
10617,27199,OXGR1
2262,272,AMPD3
12936,2720,GLB1
15199,27229,TUBGCP4
13816,27230,SERP1
18021,27231,NMRK2
15993,27232,GNMT
7891,27233,SULT1C4
17834,27235,COQ2
5462,27236,ARFIP1
14218,27237,ARHGEF16
6858,27238,GPKOW
1869,27239,GPR162
12982,27241,BBS9
11176,27242,TNFRSF21
7644,27243,CHMP2A
16543,27244,SESN1
9055,27245,AHDC1
17065,27246,RNF115
15355,27247,NFU1
11457,27248,ERLEC1
16388,27249,MMADHC
655,27250,PDCD4
7567,27252,KLHL20
3137,27253,PCDH17
8441,27255,CNTN6
10012,27257,LSM1
9075,27258,LSM3
514,27283,TINAG
9970,27284,SULT1B1
15387,27285,TEKT2
10808,27286,SRPX2
12431,27287,VENTX
13447,27288,RBMXL2
13142,27291,R3HCC1L
3987,27292,DIMT1
15950,27293,SMPDL3B
3697,27295,PDLIM3
13776,27296,TP53TG5
13766,27297,CRCP
4401,27299,ADAMDEC1
4025,273,AMPH
13964,27300,ZNF544
10805,27301,APEX2
11095,27302,BMP10
4602,27303,RBMS3
1027,27304,MOCS3
5695,27306,HPGDS
4358,27309,ZNF330
608,2731,GLDC
3370,27314,RAB30
4104,27315,PGAP2
7842,27316,RBMX
13715,27319,BHLHE22
7978,27320,TNRC18P2
866,27324,TOX3
2005,27327,TNRC6A
1083,27328,PCDH11X
6052,27329,ANGPTL3
4662,2733,GLE1
11373,27330,RPS6KA6
4772,27332,ZNF638
10590,27333,GOLIM4
4536,27334,P2RY10
2877,27335,EIF3K
3833,27336,HTATSF1
6114,27339,PRPF19
7267,2734,GLG1
1232,27340,UTP20
10693,27341,RRP7A
13391,27342,RABGEF1
14757,27343,POLL
11263,27345,KCNMB4
11590,27346,TMEM97
5153,27347,STK39
13870,27348,TOR1B
17053,27349,MCAT
753,2735,GLI1
17055,27352,SGSM3
357,2736,GLI2
1795,2737,GLI3
9588,2738,GLI4
18072,2739,GLO1
1329,274,BIN1
6923,2740,GLP1R
1775,2741,GLRA1
6021,2742,GLRA2
2080,27429,HTRA2
9194,2743,GLRB
2169,27430,MAT2B
11855,27434,POLM
12918,27436,EML4
1050,27439,CECR6
11983,2744,GLS
6017,27440,CECR5
4267,27443,CECR2
207,27445,PCLO
5934,2746,GLUD1
7839,2747,GLUD2
12612,275,AMT
16122,2752,GLUL
16461,276,AMY1A
1774,2760,GM2A
12317,2761,GM2AP1
13402,2764,GMFB
10471,2765,GML
12499,2766,GMPR
4020,2768,GNA12
4726,2769,GNA15
5598,2770,GNAI1
14973,2771,GNAI2
17629,2773,GNAI3
13917,2775,GNAO1
2744,2776,GNAQ
9019,2778,GNAS
3946,2779,GNAT1
11777,278,AMY1C
8370,2780,GNAT2
16520,2781,GNAZ
12560,2782,GNB1
12990,2783,GNB2
17315,2784,GNB3
13233,2786,GNG4
17088,2787,GNG5
5815,2788,GNG7
2579,279,AMY2A
10333,2790,GNG10
10178,2792,GNGT1
12106,2793,GNGT2
13835,2794,GNL1
15193,2799,GNS
15665,28,ABO
3226,280,AMY2B
13377,2800,GOLGA1
17894,2801,GOLGA2
6130,2802,GOLGA3
9460,2803,GOLGA4
3264,2804,GOLGB1
13602,2806,GOT2
18002,280655,IGBP1P1
6354,280657,SSX6
11371,280658,SSX7
3451,280660,SSX9
17934,280661,EIF1AXP1
18426,281,AMYP1
10786,2810,SFN
14241,2811,GP1BA
6301,2813,GP2
16766,2814,GP5
1349,2817,GPC1
17550,2819,GPD1
10519,2820,GPD2
13749,2821,GPI
6084,2822,GPLD1
13948,28227,PPP2R3B
6832,2823,GPM6A
1031,28231,SLCO4A1
847,28232,SLCO3A1
4895,28234,SLCO1B3
10578,2824,GPM6B
3934,2825,GPR1
9735,2826,CCR10
249,282616,IFNL2
14162,282617,IFNL3
11518,282618,IFNL1
12432,282679,AQP11
9400,2827,GPR3
17341,282706,DAOA-AS1
3964,282754,OR4D12P
16826,282763,OR51B5
687,282770,OR10AG1
6817,282775,OR5J2
7761,282776,OR8V1P
11345,2828,GPR4
13030,282809,POC1B
11168,282890,ZNF311
2641,2829,XCR1
2754,282966,C10ORF53
661,282973,JAKMIP3
12511,282974,STK32C
9614,282980,LINC00700
13152,28299,IGKV1-5
14078,282991,BLOC1S2
654,282996,RBM20
13534,2830,GPR6
17362,283008,NUTM2E
10041,283025,C10ORF40
17751,28306,IGHV3OR16-10
4198,28307,IGHV3OR16-9
5024,283078,MKX
8616,283080,C10ORF126
8313,28309,IGHV3OR16-7
5217,283092,OR4C13
1860,283093,OR4C12
14760,283111,OR51V1
3359,283116,TRIM49B
9709,28312,IGHV1OR16-4
5944,283130,SLC25A45
10893,283131,NEAT1
7767,283149,BCL9L
6224,283150,FOXR1
6292,283159,OR8D1
7437,28316,CDH20
16835,283160,OR8D2
8298,283162,OR8B4
2839,28317,IGHV4OR15-8
14436,283189,OR9G4
9633,283193,OR5AZ1P
9861,283197,LINC00301
13757,2832,NPBWR2
8177,28320,IGHV1OR15-6
8649,283208,P4HA3
8650,283209,PGM2L1
17906,283219,KCTD21
16050,283232,TMEM80
10613,283234,CCDC88B
8640,283238,SLC22A24
13725,283248,RCOR2
2774,283257,TRIM51FP
4109,283284,IGSF22
3095,283297,OR10A4
7332,283298,OLFML1
5370,2833,CXCR3
14080,283303,MRGPRG-AS1
2299,283310,OTOGL
1497,283316,CD163L1
18601,28332,IGHD2OR15-2B
18359,28333,IGHD2OR15-2A
8976,283337,ZNF740
17718,283345,RPL13P5
16700,283349,RASSF3
6628,283358,B4GALNT3
11393,283373,ANKRD52
11872,283377,SPRYD4
12083,283383,GPR133
5938,2834,PRLHR
1996,283417,DPY19L2
8973,283420,CLEC9A
8680,283431,GAS2L3
770,283446,MYO1H
4908,283450,HECTD4
5617,283455,KSR2
12737,283459,GATC
15771,283461,C12ORF40
3376,283463,MUC19
12433,283464,GXYLT1
6040,283471,TMPRSS12
9665,283487,LINC00346
7339,283489,CHAMP1
18477,283491,OR7E156P
17999,283514,SIAH3
11494,283518,KCNRG
4913,283537,SLC46A3
15197,283547,LINC00639
2828,283554,GPR137C
7784,283571,PROX2
14664,283576,ZDHHC22
3857,283578,TMED8
6468,283598,C14ORF177
12755,283600,SLC25A47
17348,283635,FAM177A1
11283,283638,CEP170B
8713,283643,C14ORF80
4466,283652,SLC24A5
11746,283659,PRTG
6742,283685,GOLGA6L2
7014,283694,OR4N4
13599,283726,FAM154B
8716,283748,PLA2G4D
7428,283755,HERC2P3
18517,28376,IGHVII-15-1
5541,283767,GOLGA6L1
8727,283777,FAM169B
3778,283796,GOLGA8I
11780,2838,GPR15
17930,283820,NOMO2
14122,28383,IGHV7-27
6474,283847,CCDC79
5238,283848,CES4A
6751,283849,EXOC3L1
14787,28385,IGHV6-1
14310,283867,LINC00922
16641,28387,IGHV5-78
18341,283875,LINC00514
1890,28388,IGHV5-51
17748,283897,C16ORF54
14213,283899,INO80E
7623,28391,IGHV4-61
5979,28392,IGHV4-59
17170,283932,FBXL19-AS1
8735,283933,ZNF843
11548,283948,NHLRC4
8077,28395,IGHV4-34
18013,283951,C16ORF91
17010,283953,TMEM114
822,28396,IGHV4-31
8741,283971,CLEC18C
5358,283985,FADS6
5629,283987,HID1
17342,283994,LINC00868
18316,283999,TMEM235
2221,284,ANGPT1
10318,2840,GPR17
11499,28400,IGHV4-28
3807,284001,CCDC57
12177,28401,IGHV4-4
10118,284013,VMO1
16591,284029,LINC00324
3160,284047,CCDC144B
5356,284058,KANSL1
5803,284067,C17ORF105
15643,284069,FAM171A2
5446,284071,C17ORF104
9124,284076,TTLL6
8219,28408,IGHV3-74
17763,284085,KRT18P55
6632,284086,NEK8
17740,28409,IGHV3-73
5094,284099,C17ORF78
17731,2841,GPR18
10437,284100,YWHAEP7
16628,284106,CISD3
15198,28411,IGHV3-71
11510,284110,GSDMA
8747,284111,SLC13A5
16872,284116,KRT42P
6593,284119,PTRF
11285,28412,IGHV3-66
13669,284123,FAM27E5
17762,284123,FAM27L
14905,284129,SLC26A11
9006,284131,ENDOV
16198,28414,IGHV3-64
14668,284161,GDPD1
13672,284167,POLRMTP1
14315,284185,LINC00482
2363,284194,LGALS9B
10064,2842,GPR19
2837,28420,IGHV3-53
13611,284207,METRNL
918,284217,LAMA1
6342,28423,IGHV3-49
2819,284232,ANKRD20A9P
1240,28424,IGHV3-48
18582,28425,IGHV3-47
4966,284252,KCTD1
8778,284254,DYNAP
1924,284257,BOD1L2
9051,284260,LINC00907
16596,284266,SIGLEC15
6477,284273,ZADH2
9749,284274,SMIM21
16850,28428,IGHV3-41
16345,284293,HMSD
6011,284297,SSC5D
1449,2843,GPR20
8140,284306,ZNF547
9135,284307,ZIK1
2890,284309,ZNF776
5560,284312,ZSCAN1
7012,28432,IGHV3-35
4243,284323,ZNF780A
17595,284325,C19ORF54
2403,284338,PRR19
12411,284339,TMEM145
14644,284340,CXCL17
9783,284346,ZNF575
12795,284349,ZNF283
10205,284352,PPP1R37
9785,284353,NKPD1
10783,284355,TPRX1
11347,284358,MAMSTR
15210,284359,IZUMO1
16215,284361,EMC10
15096,284366,KLK9
9790,284367,SIGLEC17P
6010,284369,SIGLECL1
6155,284370,ZNF615
5273,284371,ZNF841
9179,284382,ACTL9
13747,284383,OR2Z1
821,28439,IGHV3-30
8792,284390,ZNF763
14485,284391,ZNF844
9773,284402,SCGB2B2
3429,284403,WDR62
16398,284406,ZFP82
17173,284415,VSTM1
14170,284417,TMEM150B
8813,284418,FAM71E2
6584,28442,IGHV3-23
16884,284427,SLC25A41
18548,284428,MBD3L5
18353,28443,IGHV3-22
15242,284433,OR10H5
13617,284434,NWD1
16060,284439,SLC25A42
3144,28444,IGHV3-21
5101,284443,ZNF493
12757,28445,IGHV3-20
10130,284451,ODF3L2
1117,284459,HKR1
10086,28446,IGHV3-19
9412,284467,FAM19A3
11284,28447,IGHV3-16
5232,28448,IGHV3-15
16228,284485,RIIAD1
7011,28449,IGHV3-13
6048,284498,C1ORF167
12656,2845,GPR22
17433,28450,IGHV3-11
4465,28451,IGHV3-9
16408,28452,IGHV3-7
8403,284521,OR2L13
3233,284525,SLC9C2
1193,284532,OR14A16
7562,284541,CYP4A22
6255,284546,C1ORF185
1162,28455,IGHV2-26
10250,284565,NBPF15
14346,28457,IGHV2-5
12912,284573,LINC00303
2912,2846,LPAR4
5646,284611,FAM102B
12570,284612,SYPL2
11405,284615,ANKRD34A
16137,284618,RUSC1-AS1
5540,28464,IGHV1-58
7013,28465,IGHV1-46
8885,284654,RSPO1
9057,284656,EPHA10
15398,28466,IGHV1-45
5781,28467,IGHV1-24
9910,284680,C1ORF111
12154,284695,ZNF326
9899,284697,BTBD8
3474,284697,KIAA1107
13973,284716,RIMKLA
7222,284723,SLC25A34
16221,284729,ESPNP
5539,28473,IGHV1-3
7068,284756,C20ORF197
4252,284759,SIRPB2
12337,28476,IGHJ5
15810,2848,GPR25
2427,284802,FRG1B
15889,284821,RPL13AP7
7069,284827,KRTAP13-4
12445,284836,LINC00319
18570,28486,IGHD6-19
8026,2849,GPR26
18358,28490,IGHD5-18
5012,284904,SEC14L4
18110,28492,IGHD5-5
16239,284948,SH2D6
8418,284958,NT5DC4
6670,284992,CCDC150
9440,284996,RNF149
15762,285016,FAM150B
18126,28502,IGHD2-21
3254,285025,CCDC141
18539,28503,IGHD2-15
16238,285051,C2ORF61
18336,28506,IGHD1-26
10271,28511,NKIRAS2
2982,285116,AHCTF1P1
2383,28513,CDH19
7594,28514,DLL1
18430,285141,ERICH2
17543,285154,CYP1B1-AS1
7692,285172,FAM126B
1344,285175,UNC80
17734,28518,TRDV1
10404,285180,RUFY4
14692,285189,PLGLA
9931,285190,RGPD4
2994,285195,SLC9A9
16401,2852,GPER1
14781,28522,TRDJ1
404,285220,EPHA6
12940,285231,FBXW12
12744,28526,TRDC
6674,285267,ZNF619
6389,285268,ZNF621
14704,285282,RABL3
3713,2853,GPR31
5688,285311,C3ORF56
9471,285313,IGSF10
14970,285326,LINC00692
18085,285329,UBQLN4P1
5873,285331,CCDC66
5513,285335,SLC9C1
12607,285343,TCAIM
10752,285375,LINC00620
12934,285381,DPH3
11690,285382,C3ORF70
4351,285386,TPRG1
5104,2854,GPR32
5691,285429,DCAF4L1
14570,285440,CYP4V2
10322,285464,CRIPAK
16069,285489,DOK7
18210,285492,LINC00955
8259,285498,RNF212
11761,2855,GPR32P1
10171,285501,LINC01098
10592,285512,FAM13A-AS1
4800,285513,GPRIN3
14425,285521,COX18
438,285525,YIPF7
442,285527,FRYL
9494,285533,RNF175
10704,285550,FAM200B
2651,285555,STPG2
18485,28557,TRBV30
81,28558,TRBV29-1
11554,285588,EFCAB9
12036,28559,TRBV28
9085,285590,SH3PXD2B
8506,285598,ARL10
16281,28560,TRBV27
8494,285600,KIAA0825
9509,285601,GPR150
3521,285605,DTWD2
12966,285613,RELL2
13714,28562,TRBV25-1
12010,285622,NBPF22P
1810,28563,TRBV24-1
15783,285636,C5ORF51
12423,285641,SLC36A3
3029,285643,KIF4B
16110,285659,OR2V2
16794,28566,TRBV21-1
14863,285668,C5ORF64
4042,28567,TRBV20-1
1976,285671,RNF180
5325,285672,SREK1IP1
9521,285676,ZNF454
501,285679,C5ORF60
9570,28568,TRBV19
17566,2857,GPR34
13526,285704,RGMB
16556,285753,CEP57L1
4014,285761,DCBLD1
17962,285780,LY86-AS1
502,285782,CAGE1
13441,28582,TRBV11-1
4041,28584,TRBV10-2
5161,285848,PNPLA1
11173,285849,COX6A1P2
16152,28585,TRBV10-1
4007,285852,TREML4
14528,285855,RPL7L1
8940,285877,POM121L12
4839,285888,CNPY1
16630,2859,GPR35
12993,28590,TRBV7-8
14337,285905,INTS4L1
12031,285908,LINC00174
4646,28591,TRBV7-7
15505,28592,TRBV7-6
18078,28593,TRBV7-5
8567,28594,TRBV7-4
3546,285941,C7ORF71
10008,28595,TRBV7-3
6089,285955,SPDYE1
17441,285958,SNHG15
13857,285965,EPHA1-AS1
3851,285966,FAM115C
6938,28597,TRBV7-1
12660,285973,ATG9B
80,28598,TRBV6-9
12988,285989,ZNF789
4840,286,ANK1
16126,28600,TRBV6-7
6555,28601,TRBV6-6
9568,286016,TPI1P2
5210,28603,TRBV6-4
1814,286046,XKR6
13243,286053,NSMCE2
7734,28606,TRBV6-1
13176,286075,ZNF707
14750,286077,FAM83H
16793,28608,TRBV5-7
5915,28610,TRBV5-5
16412,286101,ZNF252P
1809,28611,TRBV5-4
5727,28612,TRBV5-3
602,286122,C8ORF31
13310,286128,ZFP41
11856,286133,SCARA5
6937,28614,TRBV5-1
17093,286144,TRIQK
4652,286148,DPY19L4
3560,286151,FBXO43
7735,28616,TRBV4-2
4837,28617,TRBV4-1
9042,286183,NKAIN3
10688,286187,PPP1R42
13328,2862,MLNR
7751,286204,CRB2
14897,286205,SCAI
13560,286207,C9ORF117
16283,28622,TRBJ2-7
8950,286234,SPATA31E1
10846,286256,LCN12
12276,286257,C9ORF142
13562,286310,LCN1P1
16192,286319,TUSC1
11791,286336,FAM78A
17857,286343,LURAP1L
6279,286362,OR13C9
4417,286365,OR13D1
1811,28638,TRBC2
16807,286380,FOXD4L3
9129,2864,FFAR1
8866,286410,ATP11C
15533,286411,LINC00632
8700,28642,TRAV39
2917,286423,MRRFP1
12385,286436,H2BFM
1520,28644,TRAV38-1
11661,286451,YIPF6
6822,286464,CHDC2
18433,28648,TRAV34
3454,286495,TTC3P1
11374,286499,FAM133A
9774,2865,FFAR3
6023,286514,MAGEB18
15789,28653,TRAV29DV5
14193,286530,P2RY8
4291,286554,BCORP1
16187,286557,RBMY1A3P
18416,28657,TRAV26-1
7845,286573,TPTE2P4
18504,28659,TRAV24
6486,2866,GPR42
17447,28661,TRAV22
18176,28662,TRAV21
1235,28663,TRAV20
16318,28664,TRAV19
13043,28666,TRAV17
16686,28667,TRAV16
8071,28670,TRAV13-2
18614,28671,TRAV13-1
18537,28672,TRAV12-3
9668,28674,TRAV12-1
340,286749,STON1-GTF2A1L
17035,286753,TUSC5
13592,28676,TRAV10
3386,28678,TRAV9-1
15630,28679,TRAV8-7
1371,2868,GRK4
17733,28680,TRAV8-6
2319,28682,TRAV8-4
11562,286826,LIN9
16444,286827,TRIM59
10591,286828,CSN1S2AP
4693,28683,TRAV8-3
9667,28685,TRAV8-1
11547,28686,TRAV7
5481,28688,TRAV5
1501,286887,KRT6C
16964,28689,TRAV4
658,2869,GRK5
8699,28691,TRAV2
8698,28692,TRAV1-2
1378,287,ANK2
16957,2870,GRK6
5048,287015,TRIM42
15842,28711,TRAJ44
6242,2872,MKNK2
2320,28724,TRAJ31
15524,2873,GPS1
6583,28733,TRAJ22
18206,28734,TRAJ21
6459,28742,TRAJ13
18491,28743,TRAJ12
3561,2875,GPT
16846,28752,TRAJ3
2438,28770,IGLV11-55
6500,28773,IGLV9-49
15777,28775,IGLV7-46
13468,28776,IGLV7-43
11830,28778,IGLV6-57
12224,2878,GPX3
18094,28780,IGLV5-48
2439,28781,IGLV5-45
18109,28783,IGLV5-37
14189,28784,IGLV4-69
13632,28785,IGLV4-60
13425,2879,GPX4
8840,28791,IGLV3-27
18127,28793,IGLV3-25
8841,28796,IGLV3-21
18107,28797,IGLV3-19
2243,288,ANK3
1409,2880,GPX5
18437,28801,IGLV3-13
4269,28804,IGLV3-9
9820,28809,IGLV3-1
5825,28811,IGLV2-33
1054,28813,IGLV2-23
1055,28814,IGLV2-18
15112,28815,IGLV2-14
8337,28817,IGLV2-8
15281,2882,GPX7
6019,28820,IGLV1-51
6640,28821,IGLV1-50
5260,28822,IGLV1-47
9819,28824,IGLV1-41
8335,28825,IGLV1-40
18604,28827,IGLJ7
15652,28832,IGLJ2
18443,28847,IGKV2OR22-4
17071,2885,GRB2
15108,28850,IGKV1OR22-5
16592,2886,GRB7
16554,28866,IGKV1OR2-3
16108,28869,IGKV6D-41
6091,2887,GRB10
1714,28870,IGKV6D-21
2623,28874,IGKV3D-20
13999,28875,IGKV3D-15
14000,28876,IGKV3D-11
12927,2888,GRB14
7293,28881,IGKV2D-30
16742,28882,IGKV2D-29
9341,28883,IGKV2D-28
16240,28884,IGKV2D-26
8904,28885,IGKV2D-24
13691,28888,IGKV2D-18
8609,2889,RAPGEF1
9438,28890,IGKV2D-10
12921,28891,IGKV1D-43
17644,28892,IGKV1D-42
18118,28899,IGKV1D-22
3292,2890,GRIA1
3248,28900,IGKV1D-17
1325,28901,IGKV1D-16
2084,28902,IGKV1D-13
12594,28903,IGKV1D-12
16241,28904,IGKV1D-8
13998,28906,IGKV6-21
17643,28907,IGKV5-2
456,2891,GRIA2
9437,28912,IGKV3-20
7885,28913,IGKV3-15
5669,28914,IGKV3-11
11672,28915,IGKV3-7
2083,28919,IGKV2-30
7374,2892,GRIA3
17493,28920,IGKV2-29
3915,28923,IGKV2-24
10481,28926,IGKV2-18
4886,2893,GRIA4
6644,28930,IGKV1-39
2976,28935,IGKV1-27
18123,28937,IGKV1-17
7224,28938,IGKV1-16
13690,28939,IGKV1-13
3088,2894,GRID1
2975,28940,IGKV1-12
11979,28941,IGKV1-9
2622,28942,IGKV1-8
13498,28943,IGKV1-6
16043,28947,IGKJ4
11409,28948,IGKJ3
5056,2895,GRID2
9921,28951,TRIB2
5451,28952,CCDC22
7368,28954,REM1
13269,28956,LAMTOR2
16287,28957,MRPS28
5550,28958,COA3
4647,28959,TMEM176B
8758,2896,GRN
9210,28964,GIT1
3523,28965,SLC27A6
14842,28966,SNX24
17419,28968,SLC6A16
9997,28969,BZW2
1622,2897,GRIK1
10894,28970,C11ORF54
13836,28973,MRPS18B
9381,28974,C19ORF53
1739,28976,ACAD9
18401,28977,MRPL42
17855,28978,TMEM14A
3540,2898,GRIK2
771,28981,IFT81
3904,28982,FLVCR1
4354,28983,TMPRSS11E
16910,28986,MAGEH1
11507,28987,NOB1
11854,28988,DBNL
1677,2899,GRIK3
16211,28990,ASTE1
14091,28992,MACROD1
11714,28996,HIPK2
7159,28998,MRPL13
8912,28999,KLF15
17123,29,ABR
2342,290,ANPEP
4887,2900,GRIK4
6007,2901,GRIK5
10535,29015,SLC43A3
9612,2902,GRIN1
4654,29028,ATAD2
5545,2903,GRIN2A
16983,29035,C16ORF72
226,2904,GRIN2B
12308,2905,GRIN2C
8134,2906,GRIN2D
6702,29062,WDR91
6197,29063,ZCCHC4
17747,29066,ZC3H7A
12724,29068,ZBTB44
9098,2907,GRINA
12768,29070,CCDC113
5869,29072,SETD2
1785,29078,NDUFAF4
14032,2908,NR3C1
15984,29080,CCDC59
6379,29081,METTL5
3957,29083,GTPBP8
9315,29085,PHPT1
17203,29087,THYN1
2885,2909,ARHGAP35
11573,29090,TIMM21
14846,29091,STXBP6
18165,29092,LINC00339
13829,29093,MRPL22
7253,29095,ORMDL2
14839,29097,CNIH4
7759,29099,COMMD9
14627,29100,TMEM208
10815,29101,SSU72
2660,29102,DROSHA
14185,29104,N6AMT1
10572,29106,SCG3
10139,29107,NXT1
7026,29108,PYCARD
1559,29109,FHOD1
2187,2911,GRM1
16621,29110,TBK1
14725,29113,C6ORF15
16762,29114,TAGLN3
1582,29115,SAP30BP
16269,29116,MYLIP
7196,29117,BRD7
2552,29118,DDX25
5165,29119,CTNNA3
3947,2912,GRM2
15396,29121,CLEC2D
12939,29122,PRSS50
7029,29123,ANKRD11
4982,29124,LGALS13
13184,29125,C11ORF21
17381,29126,CD274
17166,29127,RACGAP1
12787,29128,UHRF1
549,2913,GRM3
8522,2914,GRM4
2941,2915,GRM5
8508,2916,GRM6
8442,2917,GRM7
562,2918,GRM8
10487,2919,CXCL1
7516,292,SLC25A5
16577,2920,CXCL2
13733,2923,PDIA3
6906,2926,GRSF1
6896,2932,GSK3B
14871,2934,GSN
10733,2935,GSPT1
589,2936,GSR
11357,2937,GSS
17666,2938,GSTA1
10524,2939,GSTA2
12227,2940,GSTA3
15837,2942,GSTA6P
7286,2947,GSTM3
1684,2948,GSTM4
8371,2949,GSTM5
14380,2950,GSTP1
10618,2954,GSTZ1
9871,2956,MSH6
10343,2957,GTF2A1
15471,2958,GTF2A2
9898,2959,GTF2B
8461,2960,GTF2E1
10631,2962,GTF2F1
14612,2963,GTF2F2
17201,2965,GTF2H1
7710,2966,GTF2H2
1882,2967,GTF2H3
14658,2968,GTF2H4
7729,2969,GTF2I
13731,2971,GTF3A
12527,2972,BRF1
3384,2974,GUCY1B2
2347,2975,GTF3C1
8246,2976,GTF3C2
14599,29760,BLNK
1940,29761,USP25
2771,29763,PACSIN3
16008,29765,TMOD4
15064,29767,TMOD2
709,2977,GUCY1A2
11892,29774,POM121L9P
1943,29775,CARD10
8518,29777,ABT1
9534,2978,GUCA1A
10246,29780,PARVB
5262,29781,NCAPH2
18567,29785,CYP2S1
12355,29789,OLA1
16014,2979,GUCA1B
17374,29796,UQCR10
12813,29797,POM121L8P
7575,29798,C2ORF27A
15404,29799,YPEL1
15808,2980,GUCA2A
14875,29800,ZDHHC1
9818,29801,ZDHHC8
18464,29803,REPIN1
13681,2981,GUCA2B
18589,2982,GUCY1A1
7937,2982,GUCY1A3
4625,2983,GUCY1B3
11250,2984,GUCY2C
5664,29841,GRHL1
10920,29842,TFCP2L1
5437,29843,SENP1
665,29850,TRPM5
8430,29851,ICOS
15818,29855,UBN1
5180,2986,GUCY2F
1302,2987,GUK1
15799,29880,ALG5
5209,29881,NPC1L1
12687,29882,ANAPC2
14586,29883,CNOT7
9309,29886,SNX8
11445,29888,STRN4
5835,29889,GNL2
3678,29890,RBM15B
11444,29893,PSMC3IP
1828,29894,CPSF1
11818,29896,TRA2A
8889,29899,GPSM2
11187,2990,GUSB
2305,29902,FAM216A
14479,29904,EEF2K
1923,29906,ST8SIA5
2550,29907,SNX15
14861,29909,GPR171
4237,29911,HOOK2
7656,29914,UBIAD1
766,29915,HCFC2
11034,29919,C18ORF8
9958,2992,GYG1
13272,29922,NME7
14051,29923,HILPDA
995,29924,EPN1
379,29926,GMPPA
17465,29927,SEC61A1
14800,29928,TIMM22
15539,29929,ALG6
8485,2993,GYPA
2668,29930,PCDHB1
3398,29933,GPR132
16184,29934,SNX12
10459,29935,RPA4
14688,29937,NENF
9082,2994,GYPB
7960,29940,DSE
16696,29941,PKN3
8348,29943,PADI1
1095,29944,PNMA3
12953,29945,ANAPC4
7636,29946,SERTAD3
10143,29947,DNMT3L
5987,29948,OSGIN1
14256,29949,IL19
5308,2995,GYPC
6150,29950,SERTAD1
736,29951,PDZRN4
3767,29953,TRHDE
7010,29954,POMT2
8894,29956,CERS2
14941,29957,SLC25A24
3519,29958,DMGDH
15584,29959,NRBP1
9975,2996,GYPE
17132,29964,PRICKLE4
15791,29965,CDIP1
15965,29966,STRN3
8874,29967,LRP12
10497,29968,PSAT1
10004,29969,MDFIC
9331,2997,GYS1
4793,29970,SCHIP1
8018,29974,A1CF
18561,29978,UBQLN2
4414,29979,UBQLN1
2294,2998,GYS2
17350,29980,DONSON
13873,29982,NRBF2
15378,29985,SLC39A3
15055,29986,SLC39A2
13868,29988,SLC2A8
9229,29989,OBP2B
3140,2999,GZMH
4556,29990,PILRB
10037,29991,OBP2A
4644,29992,PILRA
9986,29993,PACSIN1
6377,29994,BAZ2B
8443,29995,LMCD1
16181,29997,GLTSCR2
14386,29998,GLTSCR1
5725,29999,FSCN3
13583,3,A2MP1
6619,30,ACAA1
12532,3000,GUCY2D
943,30000,TNPO2
10342,30001,ERO1L
10060,30008,EFEMP2
901,30009,TBX21
9503,3001,GZMA
2193,30010,NXPH1
14672,30011,SH3KBP1
8502,30012,TLX3
14614,3002,GZMB
6685,3003,GZMK
9752,3004,GZMM
14191,3005,H1F0
6402,3006,HIST1H1C
13693,30061,SLC40A1
8267,3007,HIST1H1D
17115,3008,HIST1H1E
12638,3009,HIST1H1B
4002,3010,HIST1H1T
16270,3012,HIST1H2AE
10770,3013,HIST1H2AD
11246,3014,H2AFX
15766,3015,H2AFZ
17891,3017,HIST1H2BD
14331,3020,H3F3A
18522,3021,H3F3B
6205,3024,HIST1H1A
6438,3026,HABP2
1664,3029,HAGH
3910,3030,HADHA
333,3032,HADHB
14270,3033,HADH
8978,3034,HAL
