gene_id,Entrez_Gene_Id,Hugo_Symbol
10006,,RP11-286H14.4
18148,,RP11-287F9.1
18266,,RP11-291J9.2
18203,,RP11-291L22.4
9593,,RP11-292B8.1
15864,,RP11-293B20.2
11935,,RP11-293B20.3
14540,,RP11-293F5.8
13047,,RP11-293M10.4
18564,,RP11-293M10.5
10200,,RP11-293N14.1
9273,,RP11-295G12.1
2690,,RP11-296E7.1
17516,,RP11-296I10.6
9063,,RP11-296O14.3
10751,,RP11-297H3.3
9960,,RP11-298O21.5
15635,,RP11-299H22.5
15687,,RP11-29H23.6
6588,,RP11-2C24.4
14404,,RP11-2C24.5
18605,,RP11-2E11.9
10088,,RP11-2F9.3
14543,,RP11-302M6.4
10241,,RP11-305L7.3
13985,,RP11-306I1.1
16291,,RP11-307E17.8
13544,,RP11-309L24.6
10508,,RP11-30J20.1
18335,,RP11-311P8.2
18234,,RP11-312A15.1
18213,,RP11-313E19.1
13189,,RP11-313I2.10
14095,,RP11-313I2.7
9199,,RP11-313J2.1
9147,,RP11-314D7.2
10889,,RP11-314N14.1
11027,,RP11-314P15.2
12050,,RP11-318K12.1
18511,,RP11-318K12.3
16103,,RP11-320A16.1
14376,,RP11-321E2.5
12960,,RP11-321E2.6
10383,,RP11-323I15.5
10166,,RP11-324C10.1
3084,,RP11-324H6.5
18227,,RP11-325K19.6
17135,,RP11-326K13.2
18410,,RP11-327P2.5
14123,,RP11-32B5.1
17910,,RP11-32B5.2
10183,,RP11-32K4.1
16470,,RP11-332E19.2
18400,,RP11-332P22.2
9365,,RP11-333E13.4
18239,,RP11-339D23.1
10758,,RP11-340A13.3
14581,,RP11-340I6.6
18241,,RP11-344G13.1
11727,,RP11-344N10.5
17286,,RP11-344N17.3
11147,,RP11-345F18.1
10232,,RP11-347C12.1
9706,,RP11-347C12.2
8031,,RP11-347H15.5
15912,,RP11-350G8.3
17683,,RP11-351E7.2
3328,,RP11-351I21.6
13549,,RP11-351I21.7
15000,,RP11-351J23.1
12381,,RP11-352D3.2
9295,,RP11-353N4.2
14838,,RP11-353N4.7
10473,,RP11-354I13.1
18327,,RP11-354I13.2
16083,,RP11-354K1.1
18277,,RP11-356C4.3
9041,,RP11-356I2.1
18285,,RP11-357H3.1
18295,,RP11-358H9.1
14094,,RP11-358N4.6
10174,,RP11-35J1.1
10896,,RP11-362K2.2
14413,,RP11-364B14.1
18364,,RP11-366N18.2
18211,,RP11-367J11.3
17633,,RP11-367J7.4
12447,,RP11-368J21.3
11015,,RP11-369K17.1
13704,,RP11-36C20.1
11061,,RP11-377K22.2
18373,,RP11-379B18.3
18267,,RP11-379J13.2
10885,,RP11-384F7.1
10813,,RP11-384J4.2
5990,,RP11-385D13.1
13242,,RP11-388K12.1
8312,,RP11-388M20.7
10811,,RP11-38H17.1
10496,,RP11-391M20.1
10809,,RP11-392O17.1
13040,,RP11-394A14.2
7294,,RP11-395L14.17
10812,,RP11-399H11.3
2911,,RP11-3D23.1
11686,,RP11-3P17.3
9079,,RP11-3P17.4
18152,,RP11-402G3.6
14024,,RP11-402J6.3
10311,,RP11-403I13.4
15662,,RP11-403I13.8
18462,,RP11-404K5.1
8922,,RP11-404K5.2
18003,,RP11-407N17.6
10682,,RP11-40F8.2
16761,,RP11-40M23.1
14176,,RP11-410N8.1
13140,,RP11-410N8.4
1668,,RP11-411B10.5
16508,,RP11-415I12.2
14210,,RP11-415I12.3
10577,,RP11-416N4.4
10167,,RP11-416O18.1
15779,,RP11-417J8.3
14684,,RP11-417J8.6
10759,,RP11-419C19.2
17424,,RP11-420A23.1
14269,,RP11-420J11.1
8322,,RP11-420K14.1
9121,,RP11-420N3.2
14948,,RP11-421L10.1
13480,,RP11-423O2.5
12058,,RP11-424E7.3
17571,,RP11-426L16.8
17309,,RP11-428P16.2
18268,,RP11-429G17.2
18445,,RP11-429J17.7
16864,,RP11-42I10.1
18367,,RP11-42O15.3
10573,,RP11-430C1.1
10170,,RP11-431M7.3
10662,,RP11-434D9.1
16925,,RP11-434O22.1
6519,,RP11-435B5.4
14420,,RP11-435B5.5
9040,,RP11-436D23.1
18611,,RP11-436J20.1
13958,,RP11-436P7.2
12572,,RP11-439A17.4
17027,,RP11-439E19.3
11155,,RP11-43F13.3
14706,,RP11-440K22.1
17353,,RP11-442N24__B.1
10927,,RP11-443P15.2
9843,,RP11-444A22.1
18166,,RP11-444C12.1
11005,,RP11-445O3.2
9646,,RP11-448P19.1
5078,,RP11-451K18.7
15023,,RP11-451M19.3
12208,,RP11-451O13.1
10660,,RP11-452C8.1
12514,,RP11-452G18.2
4227,,RP11-454P7.1
18616,,RP11-454P7.3
14206,,RP11-455G16.1
12090,,RP11-456J20.1
3074,,RP11-460N11.2
9033,,RP11-460N16.1
10553,,RP11-463J7.2
11041,,RP11-465B22.3
9850,,RP11-466J24.1
17073,,RP11-466L17.1
12505,,RP11-467H10.2
18592,,RP11-467L19.11
4935,,RP11-467N20.5
1799,,RP11-468B6.1
7484,,RP11-468E2.9
18584,,RP11-469E19.1
18204,,RP11-469N6.1
18332,,RP11-46D6.5
11001,,RP11-472K22.1
18121,,RP11-473M10.3
12082,,RP11-474D1.3
10934,,RP11-475C16.1
5799,,RP11-477N12.3
17972,,RP11-479O9.2
10381,,RP11-47I22.2
18304,,RP11-47L3.1
9863,,RP11-480C22.1
13987,,RP11-480I12.4
18547,,RP11-481N16.1
18156,,RP11-483K5.2
17467,,RP11-485M7.3
10903,,RP11-488I20.8
2464,,RP11-488L18.3
18471,,RP11-490G8.1
9677,,RP11-492D6.3
11610,,RP11-496I2.2
18205,,RP11-496I2.5
17904,,RP11-496I9.1
12009,,RP11-497H16.2
16426,,RP11-497H16.6
12950,,RP11-503N18.1
18319,,RP11-503N18.3
15443,,RP11-504P24.3
18502,,RP11-506B6.5
12690,,RP11-508N22.9
2473,,RP11-50E11.3
7723,,RP11-510H23.1
15175,,RP11-510I21.1
18260,,RP11-510I6.2
18058,,RP11-517B11.2
12199,,RP11-51L5.5
17241,,RP11-51L5.7
13601,,RP11-523L20.2
10190,,RP11-525A16.4
16661,,RP11-525E9.1
10474,,RP11-525K10.1
14527,,RP11-526A4.1
10608,,RP11-526D8.7
18568,,RP11-528M18.3
13653,,RP11-533E19.2
18527,,RP11-535M15.2
15340,,RP11-536C10.12
10186,,RP11-536O18.1
15179,,RP11-537H15.4
10557,,RP11-539G18.2
18478,,RP11-540B6.2
9839,,RP11-541F9.2
15155,,RP11-542P2.1
15166,,RP11-544L8__B.4
15581,,RP11-545A16.3
11708,,RP11-545I5.3
18490,,RP11-546K22.3
14982,,RP11-548H18.2
14537,,RP11-548K12.10
12835,,RP11-548K12.11
16799,,RP11-54D18.3
4140,,RP11-551L14.1
5422,,RP11-553A10.1
9974,,RP11-553P9.1
9044,,RP11-554I8.1
10559,,RP11-556I14.2
9409,,RP11-556K13.1
14454,,RP11-556N21.1
12651,,RP11-561N12.2
9425,,RP11-563D10.1
10195,,RP11-563P16.1
8285,,RP11-564C4.6
15981,,RP11-564D11.3
12840,,RP11-566F5.1
10854,,RP11-566K19.6
12372,,RP11-566K19.9
12229,,RP11-568A7.1
14591,,RP11-56A10.1
12710,,RP11-56P9.10
15982,,RP11-56P9.11
17583,,RP11-56P9.4
18343,,RP11-574F11.3
13724,,RP11-574M7.1
16534,,RP11-574M7.2
18225,,RP11-583F24.7
17281,,RP11-584P21.2
10762,,RP11-586K2.1
18170,,RP11-588F10.1
17662,,RP11-589F5.3
10302,,RP11-594N15.2
12524,,RP11-597A11.3
16573,,RP11-597A11.4
16317,,RP11-597A11.6
7347,,RP11-598D12.1
14129,,RP11-598D12.3
10962,,RP11-598D12.4
9111,,RP11-598F7.1
17719,,RP11-599J14.2
11992,,RP11-59E19.1
16396,,RP11-603B24.1
18360,,RP11-603B24.6
10756,,RP11-608O21.1
15619,,RP11-60C6.5
18375,,RP11-60C6.6
12364,,RP11-613M10.9
18233,,RP11-614F17.2
18541,,RP11-616M22.10
10899,,RP11-61O1.1
10507,,RP11-624C23.1
10892,,RP11-624D11.2
10672,,RP11-624J12.1
7346,,RP11-626K17.5
17513,,RP11-632K20.2
13590,,RP11-638F5.1
9211,,RP11-638L3.1
9904,,RP11-640M9.1
9340,,RP11-640M9.2
5167,,RP11-642P15.1
9700,,RP11-645C24.2
14225,,RP11-64D22.2
14617,,RP11-64K12.1
10794,,RP11-650K20.3
18495,,RP11-652G5.2
7741,,RP11-656G20.1
17713,,RP11-659G9.1
14845,,RP11-65D24.2
14021,,RP11-663P9.2
10895,,RP11-664H17.1
18318,,RP11-666A20.3
18302,,RP11-669B18.1
16561,,RP11-671M22.4
8016,,RP11-672F9.1
14375,,RP11-673E1.3
10358,,RP11-677O4.3
9743,,RP11-677O4.4
8169,,RP11-678B3.2
12648,,RP11-678B3.3
18301,,RP11-680E19.1
1250,,RP11-683L23.1
5765,,RP11-687M24.4
10201,,RP11-689C9.1
10199,,RP11-693J15.4
17992,,RP11-693N9.2
9191,,RP11-6B4.1
2472,,RP11-700P18.2
10655,,RP11-702L6.4
12190,,RP11-706O15.1
14983,,RP11-707F2.1
4114,,RP11-707M1.1
9270,,RP11-708B6.2
11003,,RP11-710F7.3
16308,,RP11-713P17.3
10270,,RP11-716O23.2
10164,,RP11-71E19.1
18209,,RP11-71G7.1
9201,,RP11-71J2.1
16764,,RP11-71N10.1
17130,,RP11-723O4.6
12516,,RP11-726G1.1
17393,,RP11-728K20.1
12011,,RP11-72L22.1
18500,,RP11-72M10.4
15185,,RP11-72M10.5
9278,,RP11-72M17.1
9851,,RP11-731D1.4
9283,,RP11-736G13.1
14764,,RP11-736I10.2
11020,,RP11-736K20.6
14293,,RP11-738O11.9
16136,,RP11-744H18.1
10197,,RP11-744N12.3
10203,,RP11-746B8.1
14227,,RP11-747H12.1
18450,,RP11-747H12.7
11142,,RP11-751L19.1
10757,,RP11-752D24.3
9666,,RP11-754I20.1
3139,,RP11-754I20.3
10709,,RP11-756P10.3
17017,,RP11-758I14.3
15514,,RP11-75L1.6
3228,,RP11-763B22.9
18133,,RP11-764K9.1
10378,,RP11-764K9.4
5885,,RP11-766F14.2
10810,,RP11-774D14.1
11465,,RP11-774O3.3
10468,,RP11-775H9.1
7742,,RP11-777J24.1
14993,,RP11-779O18.1
18506,,RP11-782C8.1
3478,,RP11-782C8.2
10705,,RP11-790I12.1
2925,,RP11-790I12.2
18207,,RP11-795H16.2
6818,,RP11-798K3.2
7787,,RP11-79C23.1
18212,,RP11-79E3.2
18417,,RP11-805F19.4
12833,,RP11-809F4.2
3410,,RP11-80F22.10
8344,,RP11-80F22.5
13668,,RP11-80F22.9
15743,,RP11-810H18.1
13667,,RP11-812E19.5
864,,RP11-812E19.9
14397,,RP11-813N20.1
18245,,RP11-817J15.2
13726,,RP11-81M19.1
18542,,RP11-822E23.8
16963,,RP11-834C11.4
10304,,RP11-847H18.2
2663,,RP11-848G14.5
7340,,RP11-84C10.2
11394,,RP11-854K16.3
17886,,RP11-85L21.4
17334,,RP11-85L21.6
17120,,RP11-85O21.2
16292,,RP11-86L19.2
17200,,RP11-87H9.3
18244,,RP11-885L14.1
5381,,RP11-890B15.2
16439,,RP11-894J14.5
18365,,RP11-89K11.1
10185,,RP11-89M16.1
12625,,RP11-8L2.1
18006,,RP11-909M7.3
14104,,RP11-923I11.6
11582,,RP11-93O17.2
10191,,RP11-945A11.2
9906,,RP11-94I2.1
9046,,RP11-94P11.4
13408,,RP11-958N24.2
16332,,RP11-95H3.1
18130,,RP11-95P13.2
17443,,RP11-97N5.2
18100,,RP11-989E6.11
18452,,RP11-98N22.6
12086,,RP11-998D10.4
9264,,RP11-99H20.1
14547,,RP11-9L18.2
7180,,RP13-140E4.1
18183,,RP13-147D17.1
7125,,RP13-157F18.2
11045,,RP13-221M14.4
16383,,RP13-228J13.1
9557,,RP13-254B10.1
7559,,RP13-266I11.1
12846,,RP13-379L11.2
18545,,RP13-379L11.3
17458,,RP13-39P12.2
17392,,RP13-580B18.1
18405,,RP13-685P2.8
17897,,RP13-77O11.11
35020,,RP2
2915,,RP3-341D10.1
18228,,RP3-389A20.2
17064,,RP3-406P24.1
9983,,RP3-416J7.5
5716,,RP3-470B24.5
11008,,RP3-510L9.1
9060,,RP4-595K12.2
18524,,RP4-597N16.4
9244,,RP4-601K24.1
10492,,RP4-604G5.3
11179,,RP4-662A9.2
18550,,RP4-697K14.3
9284,,RP4-723E3.1
11013,,RP4-742N3.1
3549,,RP4-791C19.1
12415,,RP4-799D16.1
18328,,RP4-801G22.3
10680,,RP5-1043L13.1
7854,,RP5-1052I5.2
9247,,RP5-1061H20.5
13250,,RP5-1063M23.2
13978,,RP5-1086K13.1
18045,,RP5-1119A7.11
17628,,RP5-1180C18.1
9403,,RP5-1198O20.4
4255,,RP5-828H9.1
11960,,RP5-845O24.3
18164,,RP5-849L7.1
18188,,RP5-859M6.1
9245,,RP5-898J17.1
3381,,RP5-944M2.3
10983,,RP5-965F6.2
9061,,RP5-998N21.4
16645,,RP6-105D16.1
12902,,RP6-206I17.1
35872,,RPA3
36537,,RPAIN
35579,,RPH3AL
36564,,RPL10A
33356,,RPL11
34265,,RPL12
35835,,RPL13
34105,,RPL15
36523,,RPL17
33128,,RPL18
33011,,RPL21
33059,,RPL22
33830,,RPL22L1
34520,,RPL27
36378,,RPL29
33514,,RPL30
33973,,RPL34
35085,,RPL35A
35043,,RPL36A
34324,,RPL36AL
34573,,RPL39L
36531,,RPL41
33443,,RPL6
33638,,RPL8
33349,,RPL9
33019,,RPLP2
36492,,RPP25
35607,,RPP25L
35288,,RPP30
33399,,RPP38
35944,,RPRM
32963,,RPRML
32822,,RPS11
33084,,RPS13
35574,,RPS14
36639,,RPS17
35744,,RPS19BP1
33408,,RPS2
33657,,RPS20
34455,,RPS25
36581,,RPS27L
35590,,RPS28
35991,,RPS4Y1
34223,,RPS9
33907,,RPUSD1
36346,,RPUSD3
35459,,RPUSD4
34522,,RRAGA
34465,,RRAGB
35013,,RRAGC
33375,,RRM2
35976,,RRM2B
34662,,RRP36
35099,,RRS1
33398,,RS1
34039,,RSAD1
36251,,RSPH14
36419,,RSPO4
33486,,RSRP1
36591,,RTBDN
17784,,RTDR1
33070,,RTF2
33760,,RTKN2
33099,,RTL10
34026,,RTL3
34427,,RTL4
36196,,RTL5
36328,,RTL6
35772,,RTL8A
34107,,RTL8B
36571,,RTL8C
35675,,RTL9
35869,,RTN4IP1
32794,,RTN4RL1
33766,,RTP3
35998,,RTP5
33247,,RTRAF
35868,,RUBCN
33382,,RUBCNL
36527,,RUFY2
32768,,RWDD1
34494,,RWDD2A
34923,,RWDD3
36376,,RXFP4
36653,,RXYLT1
34584,,S100A10
34650,,S100A12
35404,,S100A13
34539,,S100A4
33903,,S100A5
36103,,S100A6
34418,,S100A7
35177,,S100P
35844,,S100Z
35281,,S1PR3
35353,,S1PR5
32986,,SAA1
34389,,SAC3D1
34654,,SAE1
36570,,SAMD1
34356,,SAMD13
36600,,SAMD14
34400,,SAP25
36142,,SAP30
34757,,SAP30L
34261,,SAPCD2
35334,,SAR1B
35712,,SARAF
33016,,SARNP
32898,,SAT1
35870,,SAT2
33737,,SAV1
34796,,SAXO1
34791,,SAXO2
35354,,SBSPON
36525,,SC5D
33048,,SCAMP3
35125,,SCAND1
5898,,SCAND3
35666,,SCGB1D1
33824,,SCGB1D2
34021,,SCGB2A2
33719,,SCGB3A1
34245,,SCGB3A2
33715,,SCIMP
34310,,SCN1B
33540,,SDC3
33605,,SDHAF3
33410,,SDHAF4
32886,,SDHB
35581,,SDHD
36573,,SDR39U1
33576,,SDR9C7
33014,,SEC22C
35111,,SELENOF
35681,,SELENOH
35816,,SELENOI
34266,,SELENOK
36345,,SELENOM
36300,,SELENON
33493,,SELENOO
34837,,SELENOP
34251,,SELENOS
35644,,SELENOT
33736,,SELENOV
32895,,SELENOW
11414,,SELK
13761,,SELO
5877,,SELT
3629,,SELV
35770,,SENP8
16226,,SEP15
7086,,SEPP1
35405,,SEPT5
34873,,SEPT8
35285,,SERAC1
36561,,SERF1A
35733,,SERF1B
33624,,SERINC1
35930,,SERINC4
35604,,SERP2
35785,,SERPINA10
35325,,SERPINA2
12754,,SERPINA2P
35600,,SERPINB1
35555,,SERPINE2
36184,,SERTM2
33378,,SETD4
33679,,SETD6
33297,,SF3B6
34884,,SFR1
34964,,SFT2D1
35426,,SFT2D3
35988,,SFTPD
33792,,SGCG
36682,,SGF29
36720,,SGO1
35005,,SGO2
34637,,SGTA
33109,,SGTB
36062,,SH2D3A
34055,,SH3BGRL3
35525,,SHCBP1L
36518,,SHE
34327,,SHF
34311,,SHISA4
34927,,SHISA8
36624,,SHISAL1
34481,,SHISAL2A
35867,,SHISAL2B
36510,,SHLD1
36281,,SHLD2
33043,,SHLD3
33076,,SHMT2
35182,,SHTN1
34689,,SIAH2
32839,,SIRT6
33506,,SIT1
33221,,SIVA1
36474,,SKA2
32913,,SKA3
36214,,SKAP2
34887,,SLA2
33804,,SLAMF9
36701,,SLBP
34876,,SLC10A1
35049,,SLC16A1
36437,,SLC16A13
32849,,SLC16A3
35413,,SLC1A2
32869,,SLC1A4
36040,,SLC1A5
35848,,SLC1A7
33706,,SLC22A18
34719,,SLC22A3
34700,,SLC22A31
36155,,SLC24A1
34036,,SLC25A11
35520,,SLC25A15
32993,,SLC25A20
33637,,SLC25A26
33421,,SLC25A30
32883,,SLC25A39
33215,,SLC25A4
33610,,SLC25A48
34897,,SLC25A51
34819,,SLC25A6
33847,,SLC26A2
33769,,SLC2A1
33352,,SLC2A4
34304,,SLC30A6
35655,,SLC31A1
33412,,SLC35A1
34582,,SLC35E2A
33351,,SLC35E4
36111,,SLC35G1
36315,,SLC35G4
33407,,SLC37A4
33404,,SLC38A5
32790,,SLC38A6
34441,,SLC39A13
34502,,SLC39A14
36295,,SLC39A5
34226,,SLC39A8
34570,,SLC39A9
35514,,SLC45A3
34606,,SLC46A2
34286,,SLC49A3
33162,,SLC51A
35290,,SLC7A6
35003,,SLC8B1
36059,,SLC9A5
32855,,SLF1
36613,,SLF2
36226,,SLFN13
34730,,SLFNL1
36010,,SLIRP
35407,,SLPI
32891,,SLX1A
34485,,SLX1B
33029,,SMAD9
35941,,SMARCD2
34853,,SMARCE1
36703,,SMCO1
34564,,SMCO3
10456,,SMEK3P
34602,,SMIM1
36445,,SMIM10L1
33311,,SMIM10L2A
35110,,SMIM10L2B
36504,,SMIM11A
35134,,SMIM12
34195,,SMIM15
33057,,SMIM18
33274,,SMIM2
33768,,SMIM22
34404,,SMIM23
35834,,SMIM24
36576,,SMIM26
32833,,SMIM27
35943,,SMIM28
34756,,SMIM29
36429,,SMIM30
36114,,SMIM31
35566,,SMIM32
33257,,SMIM34A
36023,,SMIM35
36106,,SMIM36
36604,,SMIM4
34577,,SMIM43
34177,,SMIM5
33042,,SMIM6
36166,,SMIM9
34661,,SMLR1
35782,,SMN1
33880,,SMN2
34990,,SMNDC1
33653,,SMPD2
36394,,SMPDL3A
36440,,SMS
33592,,SMU1
33380,,SMUG1
35238,,SNAI3
35217,,SNAP23
35643,,SNAP29
34165,,SNAPC5
35748,,SNCB
35181,,SNCG
36109,,SNF8
34994,,SNN
34742,,SNORC
10176,,SNORD45
18223,,SNOU13
34548,,SNRNP25
34008,,SNRNP27
33050,,SNRNP35
36112,,SNRPA
36294,,SNRPA1
35853,,SNRPD2
35985,,SNRPG
33544,,SNU13
36462,,SNUPN
35682,,SNW1
34515,,SNX10
34294,,SNX11
34432,,SNX17
33718,,SNX18
34655,,SNX20
33157,,SNX21
33088,,SNX27
36514,,SNX3
33633,,SNX30
34968,,SNX4
35381,,SOCS3
34171,,SOD1
5998,,SOGA2
34781,,SOHLH2
34576,,SORT1
35338,,SOST
36121,,SOX15
34904,,SOX17
34131,,SPA17
35523,,SPAAR
36598,,SPACA4
36677,,SPACA5
33223,,SPACA5B
33960,,SPACA6
33547,,SPACA9
35123,,SPAG11A
34196,,SPAG8
34718,,SPANXA1
34063,,SPANXA2
32836,,SPANXB1
35374,,SPANXN5
32964,,SPATA2
34635,,SPATA25
11641,,SPATA31B1
34331,,SPATA45
34890,,SPATA46
33186,,SPATA48
36322,,SPATA9
34508,,SPATC1L
34613,,SPC24
35268,,SPCS1
35391,,SPDEF
34483,,SPDL1
32950,,SPDYC
35355,,SPDYE16
35207,,SPDYE2
35545,,SPDYE2B
36471,,SPDYE5
33566,,SPEM2
35970,,SPHAR
33957,,SPHK1
34355,,SPHK2
34701,,SPIN2A
32930,,SPINDOC
33345,,SPINK14
34816,,SPINK2
34703,,SPINK4
34547,,SPINT2
33945,,SPINT3
36477,,SPINT4
32932,,SPNS3
34198,,SPOUT1
34090,,SPRED2
34571,,SPRR1A
34996,,SPRR2A
33217,,SPRR2B
32863,,SPRYD7
36519,,SPTY2D1OS
35544,,SPX
36028,,SQLE
34882,,SQOR
35336,,SRA1
33496,,SRARP
15900,,SRCRB4D
35034,,SREBF1
36014,,SRFBP1
34656,,SRGN
35361,,SRI
34820,,SRP54
35357,,SRPRA
36512,,SRSF10
32852,,SRY
32834,,SS18L2
33495,,SSBP4
35428,,SSC4D
34367,,SSR2
33164,,SSR4
35996,,SST
34470,,SSX2
13778,,SSX6
6046,,SSX8
32990,,ST6GALNAC1
33406,,STAC3
36250,,STARD4
33512,,STATH
36175,,STBD1
36646,,STC2
34279,,STH
34123,,STIMATE
35139,,STK17A
35349,,STK24
33456,,STK26
35776,,STK38L
35896,,STKLD1
34525,,STMN2
33312,,STMP1
32926,,STN1
34620,,STOM
36418,,STOML2
36417,,STPG3
34135,,STPG4
34451,,STUM
33720,,STX19
34660,,STYX
35039,,SULT1A1
33371,,SULT1A3
34734,,SULT1A4
36374,,SUMF1
34622,,SUMO2
35084,,SUMO3
36146,,SUMO4
33771,,SUPT7L
35113,,SURF1
34069,,SURF2
36120,,SURF4
32880,,SUSD6
33181,,SUV39H2
18530,,SUZ12P
34818,,SVBP
10039,,SVILP1
35422,,SVIP
32951,,SWSAP1
34665,,SYCE2
33251,,SYN1
33844,,SYNDIG1
34476,,SYNDIG1L
33409,,SYNE4
36607,,SYNJ2BP
35146,,SYNPO2L
35348,,SYPL1
33850,,SYS1
36393,,SYTL1
34761,,TAC3
34562,,TADA3
36048,,TAF10
34710,,TAF11
34523,,TAF13
36157,,TAF1D
36616,,TALDO1
33894,,TAPBPL
34653,,TARM1
32929,,TAS2R10
35446,,TAS2R20
33700,,TAS2R30
36290,,TAS2R4
33085,,TAS2R43
33303,,TAS2R50
34532,,TAS2R8
34538,,TAS2R9
36174,,TATDN3
33295,,TAX1BP1
33935,,TAX1BP3
34396,,TAZ
35363,,TBC1D19
34848,,TBC1D26
36540,,TBCA
35412,,TBXT
34900,,TCAF1
36117,,TCAF2
36070,,TCAP
36162,,TCEAL1
33310,,TCEAL7
34338,,TCEAL8
36487,,TCEAL9
35885,,TCF15
33304,,TCF19
32982,,TCF21
34464,,TCF23
34565,,TCF24
34281,,TCFL5
35179,,TCHP
33101,,TCIM
32947,,TCL1B
34963,,TCTA
33749,,TCTEX1D2
36579,,TCTEX1D4
34433,,TDO2
35519,,TEAD4
33813,,TEDC1
33138,,TEDC2
36257,,TEF
33600,,TEKT5
33870,,TENT2
36278,,TENT4A
34037,,TENT4B
35042,,TENT5A
35389,,TENT5B
34193,,TENT5C
35692,,TENT5D
35160,,TERB1
34315,,TERB2
36404,,TERF2
33300,,TESC
33779,,TESMIN
33147,,TEX22
34403,,TEX38
34808,,TEX43
34187,,TEX44
34918,,TEX45
33984,,TEX46
35358,,TEX47
34863,,TEX48
36641,,TEX49
34793,,TEX50
34299,,TEX51
35193,,TEX53
33636,,TFAP2E
36384,,TFF3
35503,,TFG
34542,,TFPT
34139,,TGFB1
33172,,TGFB1I1
35630,,TGFB3
33482,,TGFBR3L
36306,,TGIF2
35594,,THAP12
32871,,THAP4
34530,,THAP8
33344,,THBD
35316,,THEM4
36599,,THEM5
34005,,THEM6
35874,,THEMIS2
33436,,THOC7
33131,,THTPA
34351,,THUMPD3
33343,,THY1
33326,,TICAM2
36557,,TIFA
33204,,TIGAR
34951,,TIGD1
35008,,TIGD2
33572,,TIMM10
34374,,TIMM10B
34364,,TIMM17A
35126,,TIMM29
34599,,TIMM50
34659,,TIMM8A
36490,,TINCR
35634,,TINF2
33477,,TIPARP
34843,,TIPIN
34673,,TIRAP
36649,,TK2
35053,,TKFC
32914,,TLCD1
36628,,TLCD2
36276,,TLE7
32979,,TLNRD1
34743,,TLX1
34618,,TM2D2
36683,,TM2D3
35670,,TM4SF18
34827,,TM4SF4
36405,,TM9SF1
33787,,TMA7
35044,,TMBIM1
36469,,TMBIM4
33699,,TMBIM6
33370,,TMCO2
35702,,TMED1
35287,,TMED2
35077,,TMED3
34740,,TMED4
35543,,TMEM102
36697,,TMEM105
34346,,TMEM109
35951,,TMEM11
32789,,TMEM115
35448,,TMEM121B
34943,,TMEM123
36006,,TMEM125
35264,,TMEM130
33710,,TMEM131L
34868,,TMEM136
36274,,TMEM141
34296,,TMEM144
34084,,TMEM14C
33056,,TMEM150A
35227,,TMEM167B
36152,,TMEM17
34272,,TMEM170A
33073,,TMEM170B
36725,,TMEM171
35155,,TMEM173
36107,,TMEM18
34340,,TMEM181
34458,,TMEM186
32832,,TMEM187
33875,,TMEM189
34949,,TMEM206
34669,,TMEM211
34993,,TMEM212
33402,,TMEM217
36660,,TMEM218
34792,,TMEM221
33082,,TMEM223
35130,,TMEM225B
34326,,TMEM230
33420,,TMEM231
33267,,TMEM238
34379,,TMEM240
33523,,TMEM250
35157,,TMEM253
34043,,TMEM254
36188,,TMEM256
36358,,TMEM258
35730,,TMEM259
33508,,TMEM260
33161,,TMEM262
32955,,TMEM263
32954,,TMEM266
33255,,TMEM267
34518,,TMEM268
33055,,TMEM270
34706,,TMEM273
33068,,TMEM30B
35693,,TMEM31
36140,,TMEM35A
35529,,TMEM35B
33125,,TMEM38A
33032,,TMEM39B
33831,,TMEM41A
34680,,TMEM42
35470,,TMEM43
34976,,TMEM50A
35694,,TMEM51
33564,,TMEM52
35750,,TMEM59
7995,,TMEM66
34959,,TMEM69
35465,,TMEM70
36156,,TMEM79
32851,,TMEM88
33853,,TMEM88B
35642,,TMEM91
34460,,TMEM94
34777,,TMEM95
33077,,TMIE
35825,,TMIGD3
34262,,TMOD3
33290,,TMPRSS3
33046,,TMSB10
34330,,TMSB15A
35727,,TMSB15B
35051,,TMSB4X
36465,,TMSB4Y
36144,,TMX2
36065,,TNFAIP1
36317,,TNFAIP3
34529,,TNFAIP8L1
33317,,TNFAIP8L2
33348,,TNFAIP8L3
33825,,TNFRSF13C
33785,,TNFRSF18
34924,,TNFSF12
33346,,TNFSF13
36383,,TNFSF13B
36455,,TNFSF15
34377,,TNFSF18
33577,,TNFSF8
33007,,TNNI1
36409,,TNS2
33334,,TOB1
34349,,TOGARAM1
33198,,TOGARAM2
34594,,TOMM20
35892,,TOMM20L
33237,,TOMM5
33864,,TOMM6
36163,,TOMM7
33272,,TOMM70
34726,,TOPORS
36256,,TOR1A
35881,,TOR2A
35066,,TP53TG3
34162,,TP53TG3B
36574,,TP53TG3C
32923,,TPBGL
35445,,TPCN1
33440,,TPCN2
35342,,TPD52L1
35709,,TPGS1
34413,,TPM2
36149,,TPPP2
35861,,TPRG1L
35773,,TPRN
33998,,TPSG1
35360,,TRADD
35070,,TRAF2
34254,,TRAF3IP2
36496,,TRAPPC2
35169,,TRAPPC2B
33394,,TRAPPC2L
34096,,TRAPPC5
34746,,TRAPPC6B
34832,,TRARG1
35548,,TREX1
34935,,TRIM11
33721,,TRIM13
36441,,TRIM16
35425,,TRIM28
36716,,TRIM34
34352,,TRIM35
34081,,TRIM38
